"		¡ˆ¡°π¯»£",¡ˆ¡°∏Ì,¿œΩ√,∆Ú±’«≥º”(m/s),√÷¥Î«≥º”(m/s),√÷¥Î«≥º”«≥«‚(deg),"	√÷¥Î«≥º”Ω√∞¢",√÷¥Îº¯∞£«≥º”(m/s),√÷¥Îº¯∞£«≥º”«≥«‚(deg),"	√÷¥Îº¯∞£«≥º”Ω√∞¢"
"		101",√·√µ,2023-09-19,1.1,2.7,200,16:39,4.7,200,16:37
"		101",√·√µ,2023-09-20,1.5,4.4,50,20:48,7.6,70,20:47
"		101",√·√µ,2023-09-21,2.1,4.8,110,2:20,7.9,320,2:15
"		101",√·√µ,2023-09-22,1.2,2.6,290,0:06,4.3,290,0:03
"		101",√·√µ,2023-09-23,1.9,4.7,50,17:37,7.6,20,15:09
"		101",√·√µ,2023-09-24,2.7,4.8,50,16:05,8.1,50,16:04
"		101",√·√µ,2023-09-25,1.7,3.2,320,5:56,5.1,320,5:54
"		101",√·√µ,2023-09-26,1.4,3,320,1:49,4.3,270,1:58
"		101",√·√µ,2023-09-27,1.3,2.9,320,16:49,3.7,320,16:43
"		101",√·√µ,2023-09-28,1.3,3.5,200,16:34,6.7,200,12:58
"		101",√·√µ,2023-09-29,1.3,2.7,340,8:13,4.4,320,8:17
"		101",√·√µ,2023-09-30,1.3,4.9,340,17:31,8.5,340,17:25
"		101",√·√µ,2023-10-01,1.6,4.6,290,14:48,8.6,340,14:37
"		101",√·√µ,2023-10-02,1.1,3.4,340,22:45,5.4,340,22:42
"		101",√·√µ,2023-10-03,1,2.4,320,5:52,4.1,340,9:08
"		101",√·√µ,2023-10-04,1,3.7,90,14:42,6.8,340,14:44
"		101",√·√µ,2023-10-05,1.4,3.4,200,13:58,5.9,250,14:17
"		101",√·√µ,2023-10-06,0.9,2.5,200,15:25,4.4,250,15:25
"		101",√·√µ,2023-10-07,1.1,2.5,340,23:54,3.5,320,19:58
"		101",√·√µ,2023-10-08,2.1,4.4,50,13:03,7.2,20,13:09
"		101",√·√µ,2023-10-09,1.4,3.3,290,6:52,5.1,20,21:44
"		101",√·√µ,2023-10-10,1.2,3.2,320,23:17,4.6,20,14:11
"		101",√·√µ,2023-10-11,1.1,3,290,0:52,4.5,290,0:50
"		101",√·√µ,2023-10-12,0.9,2.2,320,17:30,3.1,270,14:18
"		101",√·√µ,2023-10-13,0.8,1.9,290,7:07,3.2,290,7:03
"		101",√·√µ,2023-10-14,0.7,2.2,50,7:45,3.1,200,13:59
"		101",√·√µ,2023-10-15,1.2,3.8,200,14:33,6.7,230,15:31
"		101",√·√µ,2023-10-16,1.2,3.2,200,16:30,5.2,200,16:25
"		101",√·√µ,2023-10-17,0.8,2.2,320,7:17,3.2,250,13:55
"		101",√·√µ,2023-10-18,1.1,3.7,200,16:20,6.8,250,16:15
"		101",√·√µ,2023-10-19,0.8,2.6,250,6:43,4.8,200,6:24
"		101",√·√µ,2023-10-20,2.4,6.1,290,10:27,10.8,250,13:59
"		101",√·√µ,2023-10-21,1.3,4.8,250,14:14,9.5,250,14:09
"		101",√·√µ,2023-10-22,1.1,4,200,15:17,7.7,200,15:11
"		101",√·√µ,2023-10-23,0.7,2.6,340,14:43,3.7,340,14:35
