"		瘤痢锅龋",瘤痢疙,老矫,乞闭浅加(m/s),弥措浅加(m/s),弥措浅加浅氢(deg),"	弥措浅加矫阿",弥措鉴埃浅加(m/s),弥措鉴埃浅加浅氢(deg),"	弥措鉴埃浅加矫阿"
"		114",盔林,2017-06-06,2,4.4,140,23:18,9.4,110,23:12
"		114",盔林,2017-06-07,1.6,4.9,140,0:56,8.7,110,0:54
"		114",盔林,2017-06-08,1.6,3.1,200,15:21,6.5,230,16:46
"		114",盔林,2017-06-09,1.7,4.3,250,17:27,9.8,270,14:10
"		114",盔林,2017-06-10,1.1,2.4,200,16:14,5.1,250,1:14
"		114",盔林,2017-06-11,1.2,4.1,20,18:27,6.8,20,18:18
"		114",盔林,2017-06-12,1.5,3,20,1:49,5.4,200,16:08
"		114",盔林,2017-06-13,1,3.1,140,19:21,5.4,290,14:45
"		114",盔林,2017-06-14,1,2.7,250,17:11,6.6,250,20:10
"		114",盔林,2017-06-15,1.1,3.1,250,17:58,6,230,12:42
"		114",盔林,2017-06-16,1,2.7,250,15:41,5.3,250,15:38
"		114",盔林,2017-06-17,1,2.9,290,14:44,6.3,290,14:37
"		114",盔林,2017-06-18,1,2.4,230,19:32,5.5,250,13:38
"		114",盔林,2017-06-19,0.9,2.5,270,14:38,5.1,250,14:36
"		114",盔林,2017-06-20,1,3.4,180,15:26,6.5,200,15:23
"		114",盔林,2017-06-21,1.4,3.9,250,18:34,7.8,230,18:32
"		114",盔林,2017-06-22,1.1,3.4,230,15:26,7,200,15:18
"		114",盔林,2017-06-23,1.1,3.1,200,13:21,5.7,250,13:38
"		114",盔林,2017-06-24,0.9,2.8,20,20:24,4.8,20,20:17
"		114",盔林,2017-06-25,1.2,4.4,160,16:10,7.8,160,16:15
"		114",盔林,2017-06-26,1.2,3.8,20,18:04,8.2,360,18:01
"		114",盔林,2017-06-27,1.1,3.4,160,16:51,6.5,160,16:45
"		114",盔林,2017-06-28,1.1,2.9,230,15:07,5.1,230,16:01
"		114",盔林,2017-06-29,1,2.8,230,0:03,5.5,340,14:42
"		114",盔林,2017-06-30,1.1,2.8,270,15:09,5.3,250,14:34
"		114",盔林,2017-07-01,0.8,2.4,230,16:26,5.4,250,13:09
"		114",盔林,2017-07-02,1.1,3.8,200,13:50,7.1,200,13:43
"		114",盔林,2017-07-03,1.7,3.5,200,1:00,8.5,200,1:34
"		114",盔林,2017-07-04,1.2,2.8,200,0:33,5.5,230,0:26
"		114",盔林,2017-07-05,1,2.6,230,15:02,5.9,340,14:44
"		114",盔林,2017-07-06,1,3.2,230,19:14,6.3,230,19:07
"		114",盔林,2017-07-07,1,2.4,230,12:36,4.4,230,12:36
"		114",盔林,2017-07-08,0.8,2.3,230,14:53,4.6,230,14:51
"		114",盔林,2017-07-09,0.7,3.6,230,21:46,8.7,250,21:43
"		114",盔林,2017-07-10,0.7,3.3,200,18:22,8.1,180,18:17
"		114",盔林,2017-07-11,1,3.5,270,0:16,7.8,270,0:08
"		114",盔林,2017-07-12,0.9,2.7,250,18:23,5.6,250,15:23
"		114",盔林,2017-07-13,0.8,2.2,270,13:35,4.5,250,15:27
"		114",盔林,2017-07-14,0.9,5,230,16:28,10.7,230,16:24
"		114",盔林,2017-07-15,0.8,2.5,250,12:00,4.8,230,11:46
