¡ˆ¡°,¡ˆ¡°∏Ì,¿œΩ√,∆Ú±’ ¡ˆ∏Èø¬µµ(°∆C)
101,√·√µ,2018-12-21,-1.5
101,√·√µ,2018-12-22,0.7
101,√·√µ,2018-12-23,0.3
101,√·√µ,2018-12-24,-3.6
101,√·√µ,2018-12-25,-3.7
101,√·√µ,2018-12-26,-2.2
101,√·√µ,2018-12-27,-6.0
101,√·√µ,2018-12-28,-7.6
101,√·√µ,2018-12-29,-7.2
101,√·√µ,2018-12-30,-7.2
101,√·√µ,2018-12-31,-6.6
101,√·√µ,2019-01-01,-5.9
101,√·√µ,2019-01-02,-6.5
101,√·√µ,2019-01-03,-6.3
101,√·√µ,2019-01-04,-4.8
101,√·√µ,2019-01-05,-4.5
101,√·√µ,2019-01-06,-4.4
101,√·√µ,2019-01-07,-5.2
101,√·√µ,2019-01-08,-5.1
101,√·√µ,2019-01-09,-6.8
101,√·√µ,2019-01-10,-2.5
101,√·√µ,2019-01-11,-2.6
101,√·√µ,2019-01-12,-0.3
101,√·√µ,2019-01-13,-2.4
101,√·√µ,2019-01-14,-3.3
101,√·√µ,2019-01-15,-2.8
101,√·√µ,2019-01-16,-4.8
101,√·√µ,2019-01-17,-2.5
101,√·√µ,2019-01-18,-3.5
101,√·√µ,2019-01-19,-1.8
101,√·√µ,2019-01-20,-1.7
101,√·√µ,2019-01-21,-5.4
101,√·√µ,2019-01-22,-2.0
101,√·√µ,2019-01-23,-1.6
101,√·√µ,2019-01-24,-3.0
101,√·√µ,2019-01-25,-3.7
101,√·√µ,2019-01-26,-4.4
101,√·√µ,2019-01-27,-3.0
101,√·√µ,2019-01-28,0.5
101,√·√µ,2019-01-29,-2.4
101,√·√µ,2019-01-30,-1.0
101,√·√µ,2019-01-31,0.0
101,√·√µ,2019-02-01,-3.0
101,√·√µ,2019-02-02,-1.2
101,√·√µ,2019-02-03,0.3
101,√·√µ,2019-02-04,1.3
101,√·√µ,2019-02-05,0.0
101,√·√µ,2019-02-06,0.2
101,√·√µ,2019-02-07,1.7
101,√·√µ,2019-02-08,-1.1
101,√·√µ,2019-02-09,-0.8
101,√·√µ,2019-02-10,-2.2
101,√·√µ,2019-02-11,-1.3
101,√·√µ,2019-02-12,-1.0
101,√·√µ,2019-02-13,-1.2
101,√·√µ,2019-02-14,-0.6
101,√·√µ,2019-02-15,0.1
101,√·√µ,2019-02-16,0.6
101,√·√µ,2019-02-17,-0.5
101,√·√µ,2019-02-18,-1.1
101,√·√µ,2019-02-19,0.1
101,√·√µ,2019-02-20,1.2
101,√·√µ,2019-02-21,1.7
101,√·√µ,2019-02-22,2.2
101,√·√µ,2019-02-23,3.2
101,√·√µ,2019-02-24,3.1
101,√·√µ,2019-02-25,3.7
101,√·√µ,2019-02-26,3.0
101,√·√µ,2019-02-27,4.6
101,√·√µ,2019-02-28,3.6
101,√·√µ,2019-03-01,3.8
101,√·√µ,2019-03-02,3.8
101,√·√µ,2019-03-03,5.0
101,√·√µ,2019-03-04,5.6
101,√·√µ,2019-03-05,4.3
101,√·√µ,2019-03-06,3.9
101,√·√µ,2019-03-07,5.5
101,√·√µ,2019-03-08,4.4
101,√·√µ,2019-03-09,3.5
101,√·√µ,2019-03-10,4.0
101,√·√µ,2019-03-11,4.0
101,√·√µ,2019-03-12,1.7
101,√·√µ,2019-03-13,2.7
101,√·√µ,2019-03-14,1.3
101,√·√µ,2019-03-15,2.3
101,√·√µ,2019-03-16,5.0
101,√·√µ,2019-03-17,4.9
101,√·√µ,2019-03-18,5.1
101,√·√µ,2019-03-19,7.3
101,√·√µ,2019-03-20,7.3
101,√·√µ,2019-03-21,9.3
101,√·√µ,2019-03-22,5.4
101,√·√µ,2019-03-23,3.5
101,√·√µ,2019-03-24,4.5
101,√·√µ,2019-03-25,4.4
101,√·√µ,2019-03-26,9.2
101,√·√µ,2019-03-27,8.5
101,√·√µ,2019-03-28,10.5
101,√·√µ,2019-03-29,12.0
101,√·√µ,2019-03-30,6.4
101,√·√µ,2019-03-31,3.8
101,√·√µ,2019-04-01,6.2
101,√·√µ,2019-04-02,7.0
101,√·√µ,2019-04-03,7.9
101,√·√µ,2019-04-04,9.2
101,√·√µ,2019-04-05,13.1
101,√·√µ,2019-04-06,8.5
101,√·√µ,2019-04-07,12.1
101,√·√µ,2019-04-08,13.0
101,√·√µ,2019-04-09,8.7
101,√·√µ,2019-04-10,8.4
101,√·√µ,2019-04-11,9.2
101,√·√µ,2019-04-12,13.6
101,√·√µ,2019-04-13,13.0
101,√·√µ,2019-04-14,7.2
101,√·√µ,2019-04-15,11.5
101,√·√µ,2019-04-16,12.8
101,√·√µ,2019-04-17,15.7
101,√·√µ,2019-04-18,11.9
101,√·√µ,2019-04-19,13.8
101,√·√µ,2019-04-20,15.6
101,√·√µ,2019-04-21,19.5
101,√·√µ,2019-04-22,20.4
101,√·√µ,2019-04-23,20.0
101,√·√µ,2019-04-24,20.9
101,√·√µ,2019-04-25,13.1
101,√·√µ,2019-04-26,10.6
101,√·√µ,2019-04-27,15.0
101,√·√µ,2019-04-28,12.9
101,√·√µ,2019-04-29,12.6
101,√·√µ,2019-04-30,17.6
101,√·√µ,2019-05-01,20.1
101,√·√µ,2019-05-02,20.4
101,√·√µ,2019-05-03,20.6
101,√·√µ,2019-05-04,20.1
101,√·√µ,2019-05-05,21.3
101,√·√µ,2019-05-06,21.0
101,√·√µ,2019-05-07,19.5
101,√·√µ,2019-05-08,19.5
101,√·√µ,2019-05-09,21.5
101,√·√µ,2019-05-10,22.9
101,√·√µ,2019-05-11,24.7
101,√·√µ,2019-05-12,24.7
101,√·√µ,2019-05-13,20.6
101,√·√µ,2019-05-14,24.2
101,√·√µ,2019-05-15,23.3
101,√·√µ,2019-05-16,26.8
101,√·√µ,2019-05-17,24.8
101,√·√µ,2019-05-18,25.8
101,√·√µ,2019-05-19,22.4
101,√·√µ,2019-05-20,21.5
101,√·√µ,2019-05-21,21.3
101,√·√µ,2019-05-22,23.0
101,√·√µ,2019-05-23,24.8
101,√·√µ,2019-05-24,27.3
101,√·√µ,2019-05-25,25.3
101,√·√µ,2019-05-26,27.8
101,√·√µ,2019-05-27,19.9
101,√·√µ,2019-05-28,22.3
101,√·√µ,2019-05-29,23.8
101,√·√µ,2019-05-30,22.3
101,√·√µ,2019-05-31,26.3
101,√·√µ,2019-06-01,25.3
101,√·√µ,2019-06-02,28.3
101,√·√µ,2019-06-03,28.5
101,√·√µ,2019-06-04,29.9
101,√·√µ,2019-06-05,31.0
101,√·√µ,2019-06-06,23.6
101,√·√µ,2019-06-07,20.5
101,√·√µ,2019-06-08,23.2
101,√·√µ,2019-06-09,24.5
101,√·√µ,2019-06-10,19.1
101,√·√µ,2019-06-11,22.5
101,√·√µ,2019-06-12,26.8
101,√·√µ,2019-06-13,28.6
101,√·√µ,2019-06-14,27.0
101,√·√µ,2019-06-15,27.2
101,√·√µ,2019-06-16,24.4
101,√·√µ,2019-06-17,27.2
101,√·√µ,2019-06-18,21.1
101,√·√µ,2019-06-19,22.3
101,√·√µ,2019-06-20,26.2
101,√·√µ,2019-06-21,23.1
101,√·√µ,2019-06-22,23.9
101,√·√µ,2019-06-23,24.8
101,√·√µ,2019-06-24,29.3
101,√·√µ,2019-06-25,30.8
101,√·√µ,2019-06-26,27.4
101,√·√µ,2019-06-27,31.3
101,√·√µ,2019-06-28,30.2
101,√·√µ,2019-06-29,28.2
101,√·√µ,2019-06-30,29.3
101,√·√µ,2019-07-01,30.2
101,√·√µ,2019-07-02,30.7
101,√·√µ,2019-07-03,30.7
101,√·√µ,2019-07-04,33.2
101,√·√µ,2019-07-05,34.6
101,√·√µ,2019-07-06,34.8
101,√·√µ,2019-07-07,31.9
101,√·√µ,2019-07-08,27.3
101,√·√µ,2019-07-09,29.8
101,√·√µ,2019-07-10,25.8
101,√·√µ,2019-07-11,23.3
101,√·√µ,2019-07-12,24.3
101,√·√µ,2019-07-13,29.2
101,√·√µ,2019-07-14,30.7
101,√·√µ,2019-07-15,26.1
101,√·√µ,2019-07-16,27.1
101,√·√µ,2019-07-17,26.7
101,√·√µ,2019-07-18,29.9
101,√·√µ,2019-07-19,30.6
101,√·√µ,2019-07-20,28.1
101,√·√µ,2019-07-21,26.2
101,√·√µ,2019-07-22,28.7
101,√·√µ,2019-07-23,29.6
101,√·√µ,2019-07-24,27.6
101,√·√µ,2019-07-25,28.1
101,√·√µ,2019-07-26,27.2
101,√·√µ,2019-07-27,30.7
101,√·√µ,2019-07-28,27.1
101,√·√µ,2019-07-29,28.1
101,√·√µ,2019-07-30,26.9
101,√·√µ,2019-07-31,26.7
101,√·√µ,2019-08-01,29.5
101,√·√µ,2019-08-02,30.7
101,√·√µ,2019-08-03,32.2
101,√·√µ,2019-08-04,33.2
101,√·√µ,2019-08-05,33.8
101,√·√µ,2019-08-06,32.7
101,√·√µ,2019-08-07,26.3
101,√·√µ,2019-08-08,29.0
101,√·√µ,2019-08-09,30.6
101,√·√µ,2019-08-10,30.7
101,√·√µ,2019-08-11,30.4
101,√·√µ,2019-08-12,27.6
101,√·√µ,2019-08-13,30.7
101,√·√µ,2019-08-14,30.4
101,√·√µ,2019-08-15,26.6
101,√·√µ,2019-08-16,27.4
101,√·√µ,2019-08-17,26.8
101,√·√µ,2019-08-18,27.1
101,√·√µ,2019-08-19,27.4
101,√·√µ,2019-08-20,28.1
101,√·√µ,2019-08-21,27.5
101,√·√µ,2019-08-22,28.5
101,√·√µ,2019-08-23,27.5
101,√·√µ,2019-08-24,25.8
101,√·√µ,2019-08-25,26.8
101,√·√µ,2019-08-26,27.3
101,√·√µ,2019-08-27,27.4
101,√·√µ,2019-08-28,27.7
101,√·√µ,2019-08-29,25.0
101,√·√µ,2019-08-30,24.7
101,√·√µ,2019-08-31,24.9
101,√·√µ,2019-09-01,24.2
101,√·√µ,2019-09-02,24.7
101,√·√µ,2019-09-03,24.2
101,√·√µ,2019-09-04,23.9
101,√·√µ,2019-09-05,24.7
101,√·√µ,2019-09-06,26.1
101,√·√µ,2019-09-07,25.2
101,√·√µ,2019-09-08,25.6
101,√·√µ,2019-09-09,26.3
101,√·√µ,2019-09-10,25.5
101,√·√µ,2019-09-11,25.2
101,√·√µ,2019-09-12,22.5
101,√·√µ,2019-09-13,24.1
101,√·√µ,2019-09-14,22.8
101,√·√µ,2019-09-15,25.6
101,√·√µ,2019-09-16,24.9
101,√·√µ,2019-09-17,23.0
101,√·√µ,2019-09-18,23.7
101,√·√µ,2019-09-19,25.3
101,√·√µ,2019-09-20,20.4
101,√·√µ,2019-09-21,19.4
101,√·√µ,2019-09-22,17.9
101,√·√µ,2019-09-23,20.6
101,√·√µ,2019-09-24,21.0
101,√·√µ,2019-09-25,21.1
101,√·√µ,2019-09-26,23.2
101,√·√µ,2019-09-27,22.5
101,√·√µ,2019-09-28,23.8
101,√·√µ,2019-09-29,23.4
101,√·√µ,2019-09-30,22.9
101,√·√µ,2019-10-01,22.0
101,√·√µ,2019-10-02,21.3
101,√·√µ,2019-10-03,21.1
101,√·√µ,2019-10-04,22.7
101,√·√µ,2019-10-05,18.8
101,√·√µ,2019-10-06,18.1
101,√·√µ,2019-10-07,16.6
101,√·√µ,2019-10-08,16.6
101,√·√µ,2019-10-09,12.9
101,√·√µ,2019-10-10,15.0
101,√·√µ,2019-10-11,17.5
101,√·√µ,2019-10-12,15.4
101,√·√µ,2019-10-13,17.1
101,√·√µ,2019-10-14,16.0
101,√·√µ,2019-10-15,16.2
101,√·√µ,2019-10-16,14.8
101,√·√µ,2019-10-17,15.8
101,√·√µ,2019-10-18,15.3
101,√·√µ,2019-10-19,15.6
101,√·√µ,2019-10-20,16.1
101,√·√µ,2019-10-21,16.5
101,√·√µ,2019-10-22,16.5
101,√·√µ,2019-10-23,15.6
101,√·√µ,2019-10-24,18.2
101,√·√µ,2019-10-25,17.1
101,√·√µ,2019-10-26,13.2
101,√·√µ,2019-10-27,11.7
101,√·√µ,2019-10-28,12.0
101,√·√µ,2019-10-29,12.8
101,√·√µ,2019-10-30,10.1
101,√·√µ,2019-10-31,11.7
101,√·√µ,2019-11-01,13.8
101,√·√µ,2019-11-02,11.6
101,√·√µ,2019-11-03,12.5
101,√·√µ,2019-11-04,11.7
101,√·√µ,2019-11-05,10.7
101,√·√µ,2019-11-06,9.6
101,√·√µ,2019-11-07,9.3
101,√·√µ,2019-11-08,6.3
101,√·√µ,2019-11-09,6.5
101,√·√µ,2019-11-10,6.8
101,√·√µ,2019-11-11,10.1
101,√·√µ,2019-11-12,7.2
101,√·√µ,2019-11-13,6.3
101,√·√µ,2019-11-14,2.7
101,√·√µ,2019-11-15,2.5
101,√·√µ,2019-11-16,6.9
101,√·√µ,2019-11-17,6.0
101,√·√µ,2019-11-18,5.9
101,√·√µ,2019-11-19,2.3
101,√·√µ,2019-11-20,1.6
101,√·√µ,2019-11-21,1.2
101,√·√µ,2019-11-22,3.6
101,√·√µ,2019-11-23,4.1
101,√·√µ,2019-11-24,6.0
101,√·√µ,2019-11-25,6.0
101,√·√µ,2019-11-26,5.3
101,√·√µ,2019-11-27,4.3
101,√·√µ,2019-11-28,3.2
101,√·√µ,2019-11-29,3.0
101,√·√µ,2019-11-30,2.6
101,√·√µ,2019-12-01,4.7
101,√·√µ,2019-12-02,2.1
101,√·√µ,2019-12-03,0.5
101,√·√µ,2019-12-04,0.7
101,√·√µ,2019-12-05,-1.2
101,√·√µ,2019-12-06,-2.2
101,√·√µ,2019-12-07,-1.8
101,√·√µ,2019-12-08,-0.4
101,√·√µ,2019-12-09,-0.9
101,√·√µ,2019-12-10,1.1
101,√·√µ,2019-12-11,2.5
101,√·√µ,2019-12-12,-0.5
101,√·√µ,2019-12-13,-1.0
101,√·√µ,2019-12-14,0.9
101,√·√µ,2019-12-15,0.4
101,√·√µ,2019-12-16,1.2
101,√·√µ,2019-12-17,3.9
101,√·√µ,2019-12-18,2.4
101,√·√µ,2019-12-19,1.2
101,√·√µ,2019-12-20,-0.5
101,√·√µ,2019-12-21,-1.4
101,√·√µ,2019-12-22,0.2
101,√·√µ,2019-12-23,0.5
101,√·√µ,2019-12-24,1.5
101,√·√µ,2019-12-25,-0.1
101,√·√µ,2019-12-26,0.8
101,√·√µ,2019-12-27,-0.9
101,√·√µ,2019-12-28,-0.7
101,√·√µ,2019-12-29,0.1
101,√·√µ,2019-12-30,0.5
101,√·√µ,2019-12-31,-2.1
101,√·√µ,2020-01-01,-1.2
101,√·√µ,2020-01-02,-1.2
101,√·√µ,2020-01-03,-1.1
101,√·√µ,2020-01-04,-1.6
101,√·√µ,2020-01-05,-1.7
101,√·√µ,2020-01-06,-1.0
101,√·√µ,2020-01-07,0.9
101,√·√µ,2020-01-08,3.0
101,√·√µ,2020-01-09,1.6
101,√·√µ,2020-01-10,-0.1
101,√·√µ,2020-01-11,0.0
101,√·√µ,2020-01-12,-0.1
101,√·√µ,2020-01-13,-0.8
101,√·√µ,2020-01-14,-1.4
101,√·√µ,2020-01-15,-2.0
101,√·√µ,2020-01-16,-1.8
101,√·√µ,2020-01-17,-1.1
101,√·√µ,2020-01-18,-0.3
101,√·√µ,2020-01-19,-0.9
101,√·√µ,2020-01-20,-1.3
101,√·√µ,2020-01-21,-1.1
101,√·√µ,2020-01-22,-0.4
101,√·√µ,2020-01-23,0.7
101,√·√µ,2020-01-24,0.1
101,√·√µ,2020-01-25,1.1
101,√·√µ,2020-01-26,1.3
101,√·√µ,2020-01-27,1.3
101,√·√µ,2020-01-28,2.4
101,√·√µ,2020-01-29,0.2
101,√·√µ,2020-01-30,1.5
101,√·√µ,2020-01-31,2.4
101,√·√µ,2020-02-01,0.6
101,√·√µ,2020-02-02,0.1
101,√·√µ,2020-02-03,1.8
101,√·√µ,2020-02-04,-0.8
101,√·√µ,2020-02-05,0.2
101,√·√µ,2020-02-06,-1.6
101,√·√µ,2020-02-07,-0.8
101,√·√µ,2020-02-08,0.7
101,√·√µ,2020-02-09,-0.4
101,√·√µ,2020-02-10,2.1
101,√·√µ,2020-02-11,1.5
101,√·√µ,2020-02-12,2.0
101,√·√µ,2020-02-13,5.8
101,√·√µ,2020-02-14,5.5
101,√·√µ,2020-02-15,5.0
101,√·√µ,2020-02-16,4.0
101,√·√µ,2020-02-17,0.6
101,√·√µ,2020-02-18,-0.1
101,√·√µ,2020-02-19,0.7
101,√·√µ,2020-02-20,2.7
101,√·√µ,2020-02-21,2.5
101,√·√µ,2020-02-22,3.6
101,√·√µ,2020-02-23,2.9
101,√·√µ,2020-02-24,4.4
101,√·√µ,2020-02-25,3.8
101,√·√µ,2020-02-26,4.1
101,√·√µ,2020-02-27,5.4
101,√·√µ,2020-02-28,3.1
101,√·√µ,2020-02-29,7.6
101,√·√µ,2020-03-01,4.9
101,√·√µ,2020-03-02,6.3
101,√·√µ,2020-03-03,4.9
101,√·√µ,2020-03-04,4.9
101,√·√µ,2020-03-05,4.2
101,√·√µ,2020-03-06,4.0
101,√·√µ,2020-03-07,4.2
101,√·√µ,2020-03-08,6.5
101,√·√µ,2020-03-09,6.7
101,√·√µ,2020-03-10,8.2
101,√·√µ,2020-03-11,5.8
101,√·√µ,2020-03-12,5.5
101,√·√µ,2020-03-13,8.3
101,√·√µ,2020-03-14,5.4
101,√·√µ,2020-03-15,5.1
101,√·√µ,2020-03-16,5.4
101,√·√µ,2020-03-17,4.2
101,√·√µ,2020-03-18,8.7
101,√·√µ,2020-03-19,6.3
101,√·√µ,2020-03-20,7.9
101,√·√µ,2020-03-21,11.3
101,√·√µ,2020-03-22,12.5
101,√·√µ,2020-03-23,10.5
101,√·√µ,2020-03-24,10.8
101,√·√µ,2020-03-25,11.4
101,√·√µ,2020-03-26,12.3
101,√·√µ,2020-03-27,14.2
101,√·√µ,2020-03-28,11.0
101,√·√µ,2020-03-29,10.7
101,√·√µ,2020-03-30,11.6
101,√·√µ,2020-03-31,12.7
101,√·√µ,2020-04-01,12.8
101,√·√µ,2020-04-02,11.4
101,√·√µ,2020-04-03,11.5
101,√·√µ,2020-04-04,12.0
101,√·√µ,2020-04-05,10.6
101,√·√µ,2020-04-06,12.1
101,√·√µ,2020-04-07,12.3
101,√·√µ,2020-04-08,12.9
101,√·√µ,2020-04-09,12.7
101,√·√µ,2020-04-10,13.7
101,√·√µ,2020-04-11,13.0
101,√·√µ,2020-04-12,10.0
101,√·√µ,2020-04-13,12.5
101,√·√µ,2020-04-14,14.1
101,√·√µ,2020-04-15,15.4
101,√·√µ,2020-04-16,17.3
101,√·√µ,2020-04-17,12.1
101,√·√µ,2020-04-18,15.9
101,√·√µ,2020-04-19,12.7
101,√·√µ,2020-04-20,11.6
101,√·√µ,2020-04-21,11.6
101,√·√µ,2020-04-22,9.6
101,√·√µ,2020-04-23,12.7
101,√·√µ,2020-04-24,12.9
101,√·√µ,2020-04-25,13.6
101,√·√µ,2020-04-26,14.6
101,√·√µ,2020-04-27,15.0
101,√·√µ,2020-04-28,15.6
101,√·√µ,2020-04-29,17.6
101,√·√µ,2020-04-30,17.3
101,√·√µ,2020-05-01,22.7
101,√·√µ,2020-05-02,20.3
101,√·√µ,2020-05-03,23.9
101,√·√µ,2020-05-04,24.5
101,√·√µ,2020-05-05,19.6
101,√·√µ,2020-05-06,22.5
101,√·√µ,2020-05-07,21.9
101,√·√µ,2020-05-08,22.9
101,√·√µ,2020-05-09,16.3
101,√·√µ,2020-05-10,18.7
101,√·√µ,2020-05-11,19.5
101,√·√µ,2020-05-12,16.7
101,√·√µ,2020-05-13,18.4
101,√·√µ,2020-05-14,19.1
101,√·√µ,2020-05-15,16.7
101,√·√µ,2020-05-16,20.3
101,√·√µ,2020-05-17,23.5
101,√·√µ,2020-05-18,23.0
101,√·√µ,2020-05-19,16.1
101,√·√µ,2020-05-20,15.3
101,√·√µ,2020-05-21,18.6
101,√·√µ,2020-05-22,19.3
101,√·√µ,2020-05-23,22.9
101,√·√µ,2020-05-24,21.2
101,√·√µ,2020-05-25,20.7
101,√·√µ,2020-05-26,20.2
101,√·√µ,2020-05-27,21.7
101,√·√µ,2020-05-28,21.4
101,√·√µ,2020-05-29,24.4
101,√·√µ,2020-05-30,25.8
101,√·√µ,2020-05-31,26.4
101,√·√µ,2020-06-01,26.5
101,√·√µ,2020-06-02,21.2
101,√·√µ,2020-06-03,26.4
101,√·√µ,2020-06-04,27.1
101,√·√µ,2020-06-05,28.3
101,√·√µ,2020-06-06,28.4
101,√·√µ,2020-06-07,29.7
101,√·√µ,2020-06-08,30.5
101,√·√µ,2020-06-09,31.0
101,√·√µ,2020-06-10,29.7
101,√·√µ,2020-06-11,31.6
101,√·√µ,2020-06-12,24.4
101,√·√µ,2020-06-13,32.3
101,√·√µ,2020-06-14,28.2
101,√·√µ,2020-06-15,26.1
101,√·√µ,2020-06-16,28.5
101,√·√µ,2020-06-17,29.5
101,√·√µ,2020-06-18,26.0
101,√·√µ,2020-06-19,27.5
101,√·√µ,2020-06-20,30.3
101,√·√µ,2020-06-21,31.7
101,√·√µ,2020-06-22,34.6
101,√·√µ,2020-06-23,32.6
101,√·√µ,2020-06-24,23.6
101,√·√µ,2020-06-25,23.1
101,√·√µ,2020-06-26,23.5
101,√·√µ,2020-06-27,26.1
101,√·√µ,2020-06-28,27.9
101,√·√µ,2020-06-29,25.5
101,√·√µ,2020-06-30,21.0
101,√·√µ,2020-07-01,23.2
101,√·√µ,2020-07-02,26.4
101,√·√µ,2020-07-03,28.8
101,√·√µ,2020-07-04,29.2
101,√·√µ,2020-07-05,29.6
101,√·√µ,2020-07-06,27.6
101,√·√µ,2020-07-07,27.4
101,√·√µ,2020-07-08,30.2
101,√·√µ,2020-07-09,28.6
101,√·√µ,2020-07-10,25.3
101,√·√µ,2020-07-11,26.0
101,√·√µ,2020-07-12,24.1
101,√·√µ,2020-07-13,21.0
101,√·√µ,2020-07-14,21.5
101,√·√µ,2020-07-15,24.2
101,√·√µ,2020-07-16,27.9
101,√·√µ,2020-07-17,31.1
101,√·√µ,2020-07-18,29.0
101,√·√µ,2020-07-19,23.4
101,√·√µ,2020-07-20,24.3
101,√·√µ,2020-07-21,29.7
101,√·√µ,2020-07-22,26.2
101,√·√µ,2020-07-23,22.5
101,√·√µ,2020-07-24,21.4
101,√·√µ,2020-07-25,24.7
101,√·√µ,2020-07-26,25.9
101,√·√µ,2020-07-27,23.5
101,√·√µ,2020-07-28,25.9
101,√·√µ,2020-07-29,23.8
101,√·√µ,2020-07-30,26.9
101,√·√µ,2020-07-31,28.0
101,√·√µ,2020-08-01,25.2
101,√·√µ,2020-08-02,25.4
101,√·√µ,2020-08-03,23.8
101,√·√µ,2020-08-04,26.9
101,√·√µ,2020-08-05,25.0
101,√·√µ,2020-08-06,25.0
101,√·√µ,2020-08-07,24.9
101,√·√µ,2020-08-08,26.6
101,√·√µ,2020-08-09,23.9
101,√·√µ,2020-08-10,26.7
101,√·√µ,2020-08-11,26.4
101,√·√µ,2020-08-12,29.4
101,√·√µ,2020-08-13,29.1
101,√·√µ,2020-08-14,28.9
101,√·√µ,2020-08-15,27.1
101,√·√µ,2020-08-16,27.7
101,√·√µ,2020-08-17,28.1
101,√·√µ,2020-08-18,31.8
101,√·√µ,2020-08-19,31.2
101,√·√µ,2020-08-20,33.4
101,√·√µ,2020-08-21,25.7
101,√·√µ,2020-08-22,24.7
101,√·√µ,2020-08-23,28.3
101,√·√µ,2020-08-24,27.7
101,√·√µ,2020-08-25,28.5
101,√·√µ,2020-08-26,28.4
101,√·√µ,2020-08-27,29.0
101,√·√µ,2020-08-28,30.1
101,√·√µ,2020-08-29,28.9
101,√·√µ,2020-08-30,27.3
101,√·√µ,2020-08-31,25.1
101,√·√µ,2020-09-01,27.9
101,√·√µ,2020-09-02,25.2
101,√·√µ,2020-09-03,22.9
101,√·√µ,2020-09-04,23.8
101,√·√µ,2020-09-05,22.9
101,√·√µ,2020-09-06,21.3
101,√·√µ,2020-09-07,20.5
101,√·√µ,2020-09-08,22.1
101,√·√µ,2020-09-09,21.1
101,√·√µ,2020-09-10,23.2
101,√·√µ,2020-09-11,22.0
101,√·√µ,2020-09-12,21.2
101,√·√µ,2020-09-13,23.2
101,√·√µ,2020-09-14,23.0
101,√·√µ,2020-09-15,24.1
101,√·√µ,2020-09-16,22.8
101,√·√µ,2020-09-17,21.2
101,√·√µ,2020-09-18,21.0
101,√·√µ,2020-09-19,19.7
101,√·√µ,2020-09-20,19.5
101,√·√µ,2020-09-21,19.2
101,√·√µ,2020-09-22,19.3
101,√·√µ,2020-09-23,17.7
101,√·√µ,2020-09-24,20.1
101,√·√µ,2020-09-25,18.9
101,√·√µ,2020-09-26,18.8
101,√·√µ,2020-09-27,19.9
101,√·√µ,2020-09-28,20.0
101,√·√µ,2020-09-29,18.7
101,√·√µ,2020-09-30,19.8
101,√·√µ,2020-10-01,20.5
101,√·√µ,2020-10-02,18.7
101,√·√µ,2020-10-03,20.0
101,√·√µ,2020-10-04,18.8
101,√·√µ,2020-10-05,15.3
101,√·√µ,2020-10-06,15.1
101,√·√µ,2020-10-07,16.5
101,√·√µ,2020-10-08,16.2
101,√·√µ,2020-10-09,16.1
101,√·√µ,2020-10-10,16.2
101,√·√µ,2020-10-11,15.3
101,√·√µ,2020-10-12,15.9
101,√·√µ,2020-10-13,14.7
101,√·√µ,2020-10-14,12.9
101,√·√µ,2020-10-15,11.8
101,√·√µ,2020-10-16,9.5
101,√·√µ,2020-10-17,12.3
101,√·√µ,2020-10-18,11.7
101,√·√µ,2020-10-19,12.6
101,√·√µ,2020-10-20,12.7
101,√·√µ,2020-10-21,11.0
101,√·√µ,2020-10-22,13.1
101,√·√µ,2020-10-23,9.3
101,√·√µ,2020-10-24,7.7
101,√·√µ,2020-10-25,8.9
101,√·√µ,2020-10-26,9.7
101,√·√µ,2020-10-27,10.9
101,√·√µ,2020-10-28,11.7
101,√·√µ,2020-10-29,8.3
101,√·√µ,2020-10-30,9.3
101,√·√µ,2020-10-31,10.3
101,√·√µ,2020-11-01,10.7
101,√·√µ,2020-11-02,9.1
101,√·√µ,2020-11-03,7.1
101,√·√µ,2020-11-04,3.9
101,√·√µ,2020-11-05,7.3
101,√·√µ,2020-11-06,11.6
101,√·√µ,2020-11-07,13.4
101,√·√µ,2020-11-08,8.5
101,√·√µ,2020-11-09,3.6
101,√·√µ,2020-11-10,4.9
101,√·√µ,2020-11-11,5.1
101,√·√µ,2020-11-12,6.0
101,√·√µ,2020-11-13,8.7
101,√·√µ,2020-11-14,8.0
101,√·√µ,2020-11-15,7.5
101,√·√µ,2020-11-16,8.3
101,√·√µ,2020-11-17,10.3
101,√·√µ,2020-11-18,13.2
101,√·√µ,2020-11-19,14.2
101,√·√µ,2020-11-20,7.4
101,√·√µ,2020-11-21,5.4
101,√·√µ,2020-11-22,6.8
101,√·√µ,2020-11-23,3.3
101,√·√µ,2020-11-24,2.1
101,√·√µ,2020-11-25,2.5
101,√·√µ,2020-11-26,3.1
101,√·√µ,2020-11-27,2.2
101,√·√µ,2020-11-28,0.8
101,√·√µ,2020-11-29,0.4
101,√·√µ,2020-11-30,-0.7
101,√·√µ,2020-12-01,-0.7
101,√·√µ,2020-12-02,0.8
101,√·√µ,2020-12-03,-0.3
101,√·√µ,2020-12-04,-1.5
101,√·√µ,2020-12-05,-1.6
101,√·√µ,2020-12-06,0.5
101,√·√µ,2020-12-07,1.0
101,√·√µ,2020-12-08,-1.3
101,√·√µ,2020-12-09,-1.8
101,√·√µ,2020-12-10,0.7
101,√·√µ,2020-12-11,0.7
101,√·√µ,2020-12-12,0.5
101,√·√µ,2020-12-13,-1.1
101,√·√µ,2020-12-14,-1.1
101,√·√µ,2020-12-15,-2.2
101,√·√µ,2020-12-16,-3.4
101,√·√µ,2020-12-17,-3.5
