ÁöÁ¡,ÁöÁ¡¸í,ÀÏ½Ã,Æò±Õ±â¿Â(¡ÆC),Æò±Õ Àü¿î·®(1/10),Æò±Õ ÁßÇÏÃþ¿î·®(1/10)
105,°­¸ª,2017-10-30,10.4,,
105,°­¸ª,2017-10-31,13.2,,
105,°­¸ª,2017-11-01,15.6,,
105,°­¸ª,2017-11-02,16.3,,
105,°­¸ª,2017-11-03,13.9,,
105,°­¸ª,2017-11-04,8.8,,
105,°­¸ª,2017-11-05,12.1,,
105,°­¸ª,2017-11-06,15.7,,
105,°­¸ª,2017-11-07,17.4,,
105,°­¸ª,2017-11-08,17.1,,
105,°­¸ª,2017-11-09,11.8,,
105,°­¸ª,2017-11-10,14.9,,
105,°­¸ª,2017-11-11,7.9,,
105,°­¸ª,2017-11-12,9.9,,
105,°­¸ª,2017-11-13,12.4,,
105,°­¸ª,2017-11-14,10.5,,
105,°­¸ª,2017-11-15,5.4,,
105,°­¸ª,2017-11-16,4.1,,
105,°­¸ª,2017-11-17,7.6,,
105,°­¸ª,2017-11-18,2.5,,
105,°­¸ª,2017-11-19,1.6,,
105,°­¸ª,2017-11-20,3.4,,
105,°­¸ª,2017-11-21,5.8,,
105,°­¸ª,2017-11-22,7.5,,
105,°­¸ª,2017-11-23,2.9,,
105,°­¸ª,2017-11-24,2.1,,
105,°­¸ª,2017-11-25,4.8,,
105,°­¸ª,2017-11-26,5.5,,
105,°­¸ª,2017-11-27,6.7,,
105,°­¸ª,2017-11-28,11.5,,
105,°­¸ª,2017-11-29,10.6,,
105,°­¸ª,2017-11-30,4.5,,
105,°­¸ª,2017-12-01,0.8,,
105,°­¸ª,2017-12-02,4.4,,
105,°­¸ª,2017-12-03,7.5,,
105,°­¸ª,2017-12-04,3.5,,
105,°­¸ª,2017-12-05,-2.3,,
105,°­¸ª,2017-12-06,1.9,,
105,°­¸ª,2017-12-07,4.0,,
105,°­¸ª,2017-12-08,-0.2,,
105,°­¸ª,2017-12-09,2.2,,
105,°­¸ª,2017-12-10,4.6,,
105,°­¸ª,2017-12-11,-4.3,,
105,°­¸ª,2017-12-12,-5.7,,
105,°­¸ª,2017-12-13,-2.7,,
105,°­¸ª,2017-12-14,-0.3,,
105,°­¸ª,2017-12-15,2.5,,
105,°­¸ª,2017-12-16,-1.8,,
105,°­¸ª,2017-12-17,-3.9,,
105,°­¸ª,2017-12-18,1.9,,
105,°­¸ª,2017-12-19,-0.9,,
105,°­¸ª,2017-12-20,1.0,,
105,°­¸ª,2017-12-21,3.3,,
105,°­¸ª,2017-12-22,5.7,,
105,°­¸ª,2017-12-23,8.9,,
105,°­¸ª,2017-12-24,5.4,,
105,°­¸ª,2017-12-25,0.5,,
105,°­¸ª,2017-12-26,-0.9,,
105,°­¸ª,2017-12-27,-2.8,,
105,°­¸ª,2017-12-28,0.7,,
105,°­¸ª,2017-12-29,4.6,,
105,°­¸ª,2017-12-30,5.5,,
105,°­¸ª,2017-12-31,3.6,,
105,°­¸ª,2018-01-01,1.3,,
105,°­¸ª,2018-01-02,2.5,,
105,°­¸ª,2018-01-03,-0.4,,
105,°­¸ª,2018-01-04,0.1,,
105,°­¸ª,2018-01-05,2.2,,
105,°­¸ª,2018-01-06,1.8,,
105,°­¸ª,2018-01-07,3.9,,
105,°­¸ª,2018-01-08,5.6,,
105,°­¸ª,2018-01-09,-1.5,,
105,°­¸ª,2018-01-10,-4.4,,
105,°­¸ª,2018-01-11,-7.7,,
105,°­¸ª,2018-01-12,-6.6,,
105,°­¸ª,2018-01-13,-0.7,,
105,°­¸ª,2018-01-14,3.6,,
105,°­¸ª,2018-01-15,8.5,,
105,°­¸ª,2018-01-16,7.5,,
105,°­¸ª,2018-01-17,5.8,,
105,°­¸ª,2018-01-18,6.2,,
105,°­¸ª,2018-01-19,4.6,,
105,°­¸ª,2018-01-20,4.1,,
105,°­¸ª,2018-01-21,3.0,,
105,°­¸ª,2018-01-22,2.1,,
105,°­¸ª,2018-01-23,-7.3,,
105,°­¸ª,2018-01-24,-10.6,,
105,°­¸ª,2018-01-25,-8.9,,
105,°­¸ª,2018-01-26,-9.3,,
105,°­¸ª,2018-01-27,-3.7,,
105,°­¸ª,2018-01-28,-1.4,,
105,°­¸ª,2018-01-29,-5.7,,
105,°­¸ª,2018-01-30,-2.7,,
105,°­¸ª,2018-01-31,0.7,,
105,°­¸ª,2018-02-01,-0.9,,
105,°­¸ª,2018-02-02,-0.6,,
105,°­¸ª,2018-02-03,-3.0,,
105,°­¸ª,2018-02-04,-6.4,,
105,°­¸ª,2018-02-05,-6.9,,
105,°­¸ª,2018-02-06,-7.4,,
105,°­¸ª,2018-02-07,-4.6,,
105,°­¸ª,2018-02-08,-0.1,,
105,°­¸ª,2018-02-09,3.6,,
105,°­¸ª,2018-02-10,3.6,,
105,°­¸ª,2018-02-11,-4.4,,
105,°­¸ª,2018-02-12,-4.1,,
105,°­¸ª,2018-02-13,0.3,,
105,°­¸ª,2018-02-14,7.1,,
105,°­¸ª,2018-02-15,0.9,,
105,°­¸ª,2018-02-16,2.4,,
105,°­¸ª,2018-02-17,0.5,,
105,°­¸ª,2018-02-18,1.6,,
105,°­¸ª,2018-02-19,4.4,,
105,°­¸ª,2018-02-20,4.2,,
105,°­¸ª,2018-02-21,0.3,,
105,°­¸ª,2018-02-22,2.8,,
105,°­¸ª,2018-02-23,6.2,,
105,°­¸ª,2018-02-24,1.9,,
105,°­¸ª,2018-02-25,2.3,,
105,°­¸ª,2018-02-26,2.6,,
105,°­¸ª,2018-02-27,4.3,,
105,°­¸ª,2018-02-28,4.7,,
105,°­¸ª,2018-03-01,3.3,,
105,°­¸ª,2018-03-02,3.9,,
105,°­¸ª,2018-03-03,12.8,,
105,°­¸ª,2018-03-04,11.8,,
105,°­¸ª,2018-03-05,1.0,,
105,°­¸ª,2018-03-06,2.6,,
105,°­¸ª,2018-03-07,4.0,,
105,°­¸ª,2018-03-08,2.0,,
105,°­¸ª,2018-03-09,1.3,,
105,°­¸ª,2018-03-10,6.2,,
105,°­¸ª,2018-03-11,5.9,,
105,°­¸ª,2018-03-12,10.6,,
105,°­¸ª,2018-03-13,16.9,,
105,°­¸ª,2018-03-14,19.1,,
105,°­¸ª,2018-03-15,13.3,,
105,°­¸ª,2018-03-16,2.0,,
105,°­¸ª,2018-03-17,6.0,,
105,°­¸ª,2018-03-18,10.2,,
105,°­¸ª,2018-03-19,6.9,,
105,°­¸ª,2018-03-20,3.1,,
105,°­¸ª,2018-03-21,1.6,,
105,°­¸ª,2018-03-22,4.2,,
105,°­¸ª,2018-03-23,9.0,,
105,°­¸ª,2018-03-24,13.2,,
105,°­¸ª,2018-03-25,16.8,,
105,°­¸ª,2018-03-26,18.7,,
105,°­¸ª,2018-03-27,18.9,,
105,°­¸ª,2018-03-28,19.6,,
105,°­¸ª,2018-03-29,12.7,,
105,°­¸ª,2018-03-30,10.3,,
105,°­¸ª,2018-03-31,17.2,,
105,°­¸ª,2018-04-01,19.1,,
105,°­¸ª,2018-04-02,22.1,,
105,°­¸ª,2018-04-03,17.3,,
105,°­¸ª,2018-04-04,6.2,,
105,°­¸ª,2018-04-05,6.3,,
105,°­¸ª,2018-04-06,7.5,,
105,°­¸ª,2018-04-07,5.4,,
105,°­¸ª,2018-04-08,5.5,,
105,°­¸ª,2018-04-09,9.6,,
105,°­¸ª,2018-04-10,17.2,,
105,°­¸ª,2018-04-11,17.6,,
105,°­¸ª,2018-04-12,15.0,,
105,°­¸ª,2018-04-13,11.2,,
105,°­¸ª,2018-04-14,8.2,,
105,°­¸ª,2018-04-15,11.5,,
105,°­¸ª,2018-04-16,11.3,,
105,°­¸ª,2018-04-17,14.1,,
105,°­¸ª,2018-04-18,18.9,,
105,°­¸ª,2018-04-19,21.8,,
105,°­¸ª,2018-04-20,22.1,,
105,°­¸ª,2018-04-21,26.6,,
105,°­¸ª,2018-04-22,13.0,,
105,°­¸ª,2018-04-23,8.5,,
105,°­¸ª,2018-04-24,8.3,,
105,°­¸ª,2018-04-25,12.0,,
105,°­¸ª,2018-04-26,18.6,,
105,°­¸ª,2018-04-27,13.9,,
105,°­¸ª,2018-04-28,20.8,,
105,°­¸ª,2018-04-29,23.4,,
105,°­¸ª,2018-04-30,20.9,,
105,°­¸ª,2018-05-01,15.0,,
105,°­¸ª,2018-05-02,11.0,,
105,°­¸ª,2018-05-03,10.3,,
105,°­¸ª,2018-05-04,16.7,,
105,°­¸ª,2018-05-05,21.5,,
105,°­¸ª,2018-05-06,16.1,,
105,°­¸ª,2018-05-07,14.9,,
105,°­¸ª,2018-05-08,10.9,,
105,°­¸ª,2018-05-09,10.0,,
105,°­¸ª,2018-05-10,16.7,,
105,°­¸ª,2018-05-11,21.8,,
105,°­¸ª,2018-05-12,16.3,,
105,°­¸ª,2018-05-13,17.4,,
105,°­¸ª,2018-05-14,23.9,,
105,°­¸ª,2018-05-15,26.9,,
105,°­¸ª,2018-05-16,24.8,,
105,°­¸ª,2018-05-17,20.0,,
105,°­¸ª,2018-05-18,10.7,,
105,°­¸ª,2018-05-19,13.4,,
105,°­¸ª,2018-05-20,13.3,,
105,°­¸ª,2018-05-21,13.8,,
105,°­¸ª,2018-05-22,15.5,,
105,°­¸ª,2018-05-23,17.5,,
105,°­¸ª,2018-05-24,23.1,,
105,°­¸ª,2018-05-25,24.2,,
105,°­¸ª,2018-05-26,17.5,,
105,°­¸ª,2018-05-27,16.4,,
105,°­¸ª,2018-05-28,17.4,,
105,°­¸ª,2018-05-29,18.2,,
105,°­¸ª,2018-05-30,19.5,,
105,°­¸ª,2018-05-31,20.7,,
105,°­¸ª,2018-06-01,24.1,,
105,°­¸ª,2018-06-02,28.0,,
105,°­¸ª,2018-06-03,27.1,,
105,°­¸ª,2018-06-04,25.7,,
105,°­¸ª,2018-06-05,25.5,,
105,°­¸ª,2018-06-06,26.8,,
105,°­¸ª,2018-06-07,28.0,,
105,°­¸ª,2018-06-08,23.9,,
105,°­¸ª,2018-06-09,18.2,,
105,°­¸ª,2018-06-10,16.8,,
105,°­¸ª,2018-06-11,16.2,,
105,°­¸ª,2018-06-12,16.7,,
105,°­¸ª,2018-06-13,17.4,,
105,°­¸ª,2018-06-14,18.5,,
105,°­¸ª,2018-06-15,18.0,,
105,°­¸ª,2018-06-16,17.9,,
105,°­¸ª,2018-06-17,20.8,,
105,°­¸ª,2018-06-18,21.7,,
105,°­¸ª,2018-06-19,23.7,,
105,°­¸ª,2018-06-20,23.4,,
105,°­¸ª,2018-06-21,23.7,,
105,°­¸ª,2018-06-22,27.8,,
105,°­¸ª,2018-06-23,28.8,,
105,°­¸ª,2018-06-24,30.0,,
105,°­¸ª,2018-06-25,25.6,,
105,°­¸ª,2018-06-26,21.1,,
105,°­¸ª,2018-06-27,25.1,,
105,°­¸ª,2018-06-28,25.5,,
105,°­¸ª,2018-06-29,25.6,,
105,°­¸ª,2018-06-30,23.9,,
105,°­¸ª,2018-07-01,21.4,,
105,°­¸ª,2018-07-02,22.6,,
105,°­¸ª,2018-07-03,24.7,,
105,°­¸ª,2018-07-04,22.4,,
105,°­¸ª,2018-07-05,20.2,,
105,°­¸ª,2018-07-06,18.2,,
105,°­¸ª,2018-07-07,17.5,,
105,°­¸ª,2018-07-08,17.8,,
105,°­¸ª,2018-07-09,18.0,,
105,°­¸ª,2018-07-10,19.3,,
105,°­¸ª,2018-07-11,20.1,,
105,°­¸ª,2018-07-12,28.0,,
105,°­¸ª,2018-07-13,30.7,,
105,°­¸ª,2018-07-14,31.4,,
105,°­¸ª,2018-07-15,31.8,,
105,°­¸ª,2018-07-16,31.8,,
105,°­¸ª,2018-07-17,31.8,,
105,°­¸ª,2018-07-18,28.9,,
105,°­¸ª,2018-07-19,29.6,,
105,°­¸ª,2018-07-20,31.5,,
105,°­¸ª,2018-07-21,32.5,,
105,°­¸ª,2018-07-22,32.8,,
105,°­¸ª,2018-07-23,31.8,,
105,°­¸ª,2018-07-24,31.2,,
105,°­¸ª,2018-07-25,31.1,,
105,°­¸ª,2018-07-26,32.2,,
105,°­¸ª,2018-07-27,30.6,,
105,°­¸ª,2018-07-28,28.7,,
105,°­¸ª,2018-07-29,27.1,,
105,°­¸ª,2018-07-30,26.2,,
105,°­¸ª,2018-07-31,28.2,,
105,°­¸ª,2018-08-01,28.8,0.8,0.0
105,°­¸ª,2018-08-02,28.6,3.4,0.8
105,°­¸ª,2018-08-03,29.7,3.3,1.8
105,°­¸ª,2018-08-04,33.9,2.4,0.3
105,°­¸ª,2018-08-05,32.2,4.0,1.6
105,°­¸ª,2018-08-06,24.9,8.1,4.3
105,°­¸ª,2018-08-07,26.5,6.6,4.9
105,°­¸ª,2018-08-08,26.7,6.5,3.6
105,°­¸ª,2018-08-09,26.4,8.3,4.6
105,°­¸ª,2018-08-10,24.6,6.5,5.4
105,°­¸ª,2018-08-11,25.7,5.5,4.3
105,°­¸ª,2018-08-12,26.5,6.3,4.6
105,°­¸ª,2018-08-13,28.6,7.8,2.1
105,°­¸ª,2018-08-14,29.0,6.3,0.4
105,°­¸ª,2018-08-15,27.6,4.9,2.9
105,°­¸ª,2018-08-16,24.5,7.1,3.3
105,°­¸ª,2018-08-17,22.5,5.0,2.8
105,°­¸ª,2018-08-18,23.5,4.3,1.0
105,°­¸ª,2018-08-19,23.8,7.0,1.8
105,°­¸ª,2018-08-20,24.5,6.0,0.3
105,°­¸ª,2018-08-21,27.4,8.8,3.9
105,°­¸ª,2018-08-22,26.7,5.6,3.3
105,°­¸ª,2018-08-23,25.1,9.8,5.6
105,°­¸ª,2018-08-24,24.4,9.0,4.1
105,°­¸ª,2018-08-25,25.3,8.3,4.9
105,°­¸ª,2018-08-26,24.3,8.2,
105,°­¸ª,2018-08-27,22.5,9.3,3.5
105,°­¸ª,2018-08-28,22.2,7.4,4.1
105,°­¸ª,2018-08-29,23.2,9.6,3.4
105,°­¸ª,2018-08-30,27.1,6.4,3.5
105,°­¸ª,2018-08-31,24.4,6.5,1.3
105,°­¸ª,2018-09-01,22.2,4.9,4.1
105,°­¸ª,2018-09-02,21.3,3.8,2.8
105,°­¸ª,2018-09-03,21.6,9.5,5.0
105,°­¸ª,2018-09-04,22.4,5.8,2.1
105,°­¸ª,2018-09-05,25.0,1.3,0.1
105,°­¸ª,2018-09-06,25.3,7.3,3.8
105,°­¸ª,2018-09-07,22.8,7.8,1.1
105,°­¸ª,2018-09-08,20.5,1.8,0.3
105,°­¸ª,2018-09-09,19.4,3.3,1.8
105,°­¸ª,2018-09-10,18.9,3.9,2.0
105,°­¸ª,2018-09-11,18.7,6.4,2.4
105,°­¸ª,2018-09-12,19.0,7.9,6.3
105,°­¸ª,2018-09-13,19.6,7.9,2.1
105,°­¸ª,2018-09-14,20.1,8.6,4.4
105,°­¸ª,2018-09-15,21.0,7.1,3.0
105,°­¸ª,2018-09-16,22.1,9.6,4.9
105,°­¸ª,2018-09-17,22.0,5.0,1.5
105,°­¸ª,2018-09-18,20.9,7.0,3.3
105,°­¸ª,2018-09-19,21.1,5.9,2.9
105,°­¸ª,2018-09-20,17.7,8.3,4.0
105,°­¸ª,2018-09-21,17.7,8.1,4.0
105,°­¸ª,2018-09-22,21.3,2.5,0.0
105,°­¸ª,2018-09-23,19.3,7.5,3.5
105,°­¸ª,2018-09-24,17.3,5.3,0.0
105,°­¸ª,2018-09-25,17.2,3.9,0.9
105,°­¸ª,2018-09-26,16.7,8.0,2.0
105,°­¸ª,2018-09-27,16.4,4.5,2.4
105,°­¸ª,2018-09-28,15.9,7.1,2.6
105,°­¸ª,2018-09-29,18.0,5.1,2.1
105,°­¸ª,2018-09-30,19.6,3.8,2.9
105,°­¸ª,2018-10-01,17.1,3.1,2.3
105,°­¸ª,2018-10-02,17.5,0.1,0.0
105,°­¸ª,2018-10-03,17.3,0.5,0.0
105,°­¸ª,2018-10-04,17.1,8.3,2.6
105,°­¸ª,2018-10-05,15.7,10.0,4.4
105,°­¸ª,2018-10-06,17.1,9.0,6.6
105,°­¸ª,2018-10-07,20.4,3.6,1.4
105,°­¸ª,2018-10-08,15.3,3.9,0.0
105,°­¸ª,2018-10-09,15.9,6.9,4.0
105,°­¸ª,2018-10-10,14.6,4.9,2.4
105,°­¸ª,2018-10-11,11.8,0.9,0.8
105,°­¸ª,2018-10-12,11.9,0.5,0.0
105,°­¸ª,2018-10-13,13.7,1.8,0.6
105,°­¸ª,2018-10-14,15.1,3.3,0.0
105,°­¸ª,2018-10-15,15.8,1.5,0.0
105,°­¸ª,2018-10-16,14.5,7.5,3.3
105,°­¸ª,2018-10-17,12.3,8.9,5.8
105,°­¸ª,2018-10-18,11.7,8.1,3.4
105,°­¸ª,2018-10-19,12.6,3.0,2.0
105,°­¸ª,2018-10-20,13.6,0.0,0.0
105,°­¸ª,2018-10-21,14.2,1.1,0.4
105,°­¸ª,2018-10-22,14.8,6.5,4.6
105,°­¸ª,2018-10-23,14.5,4.4,1.5
105,°­¸ª,2018-10-24,13.9,0.0,0.0
105,°­¸ª,2018-10-25,14.7,2.4,1.3
105,°­¸ª,2018-10-26,15.0,8.1,5.4
105,°­¸ª,2018-10-27,10.9,0.5,0.1
105,°­¸ª,2018-10-28,9.8,5.1,1.5
105,°­¸ª,2018-10-29,9.9,4.0,2.6
105,°­¸ª,2018-10-30,8.6,1.3,0.6
105,°­¸ª,2018-10-31,8.4,0.0,0.0
105,°­¸ª,2018-11-01,9.9,0.0,0.0
105,°­¸ª,2018-11-02,12.4,0.1,0.0
105,°­¸ª,2018-11-03,14.8,0.0,0.0
105,°­¸ª,2018-11-04,14.4,1.1,0.0
105,°­¸ª,2018-11-05,13.3,7.4,4.8
105,°­¸ª,2018-11-06,13.8,6.5,3.8
105,°­¸ª,2018-11-07,12.9,9.8,6.8
105,°­¸ª,2018-11-08,11.5,9.1,5.0
105,°­¸ª,2018-11-09,14.4,2.9,2.1
105,°­¸ª,2018-11-10,13.4,2.5,0.4
105,°­¸ª,2018-11-11,11.0,6.5,3.0
105,°­¸ª,2018-11-12,8.9,5.6,3.5
105,°­¸ª,2018-11-13,9.9,7.1,5.5
105,°­¸ª,2018-11-14,8.3,6.3,2.4
105,°­¸ª,2018-11-15,10.5,3.0,0.1
105,°­¸ª,2018-11-16,12.1,8.8,6.3
105,°­¸ª,2018-11-17,8.9,7.3,2.8
105,°­¸ª,2018-11-18,10.0,7.9,4.4
105,°­¸ª,2018-11-19,8.5,,
105,°­¸ª,2018-11-20,8.9,0.9,0.1
105,°­¸ª,2018-11-21,8.8,8.8,6.0
105,°­¸ª,2018-11-22,5.0,0.1,0.0
105,°­¸ª,2018-11-23,3.5,1.3,0.8
105,°­¸ª,2018-11-24,5.0,5.8,2.5
105,°­¸ª,2018-11-25,8.5,2.1,0.0
105,°­¸ª,2018-11-26,10.9,0.1,0.0
105,°­¸ª,2018-11-27,12.1,4.1,0.0
105,°­¸ª,2018-11-28,7.0,4.5,1.8
105,°­¸ª,2018-11-29,6.3,1.8,0.5
105,°­¸ª,2018-11-30,6.1,1.1,0.0
105,°­¸ª,2018-12-01,6.7,3.8,0.0
105,°­¸ª,2018-12-02,9.1,5.9,3.0
105,°­¸ª,2018-12-03,10.9,8.4,3.4
105,°­¸ª,2018-12-04,10.8,8.3,5.9
105,°­¸ª,2018-12-05,4.8,6.8,2.8
105,°­¸ª,2018-12-06,4.5,8.9,4.4
105,°­¸ª,2018-12-07,-2.9,3.4,0.0
105,°­¸ª,2018-12-08,-4.8,1.6,0.0
105,°­¸ª,2018-12-09,-2.9,1.4,0.0
105,°­¸ª,2018-12-10,-0.8,2.1,0.0
105,°­¸ª,2018-12-11,0.8,8.9,4.1
105,°­¸ª,2018-12-12,0.8,0.3,
105,°­¸ª,2018-12-13,1.0,2.0,1.9
105,°­¸ª,2018-12-14,-1.2,0.6,0.0
105,°­¸ª,2018-12-15,2.7,3.5,1.5
105,°­¸ª,2018-12-16,5.1,6.5,5.1
105,°­¸ª,2018-12-17,5.0,2.0,2.0
105,°­¸ª,2018-12-18,4.5,3.5,1.4
105,°­¸ª,2018-12-19,8.0,2.6,0.3
105,°­¸ª,2018-12-20,5.3,3.3,0.0
105,°­¸ª,2018-12-21,6.8,5.9,0.5
105,°­¸ª,2018-12-22,9.2,4.0,1.6
105,°­¸ª,2018-12-23,6.6,3.4,2.3
105,°­¸ª,2018-12-24,2.4,0.3,0.0
105,°­¸ª,2018-12-25,3.3,5.8,0.3
105,°­¸ª,2018-12-26,4.6,5.4,0.3
105,°­¸ª,2018-12-27,-4.3,0.9,0.0
105,°­¸ª,2018-12-28,-5.1,1.9,0.0
105,°­¸ª,2018-12-29,-4.1,0.6,0.0
105,°­¸ª,2018-12-30,-2.7,2.4,0.0
105,°­¸ª,2018-12-31,0.3,2.1,1.3
105,°­¸ª,2019-01-01,-0.7,2.3,2.1
105,°­¸ª,2019-01-02,0.0,0.0,0.0
105,°­¸ª,2019-01-03,1.2,0.0,0.0
105,°­¸ª,2019-01-04,3.8,4.9,1.3
105,°­¸ª,2019-01-05,1.9,3.4,0.3
105,°­¸ª,2019-01-06,1.9,2.4,0.0
105,°­¸ª,2019-01-07,2.6,3.0,0.5
105,°­¸ª,2019-01-08,0.9,1.3,0.8
105,°­¸ª,2019-01-09,0.1,5.3,0.0
105,°­¸ª,2019-01-10,4.4,3.9,3.6
105,°­¸ª,2019-01-11,3.1,5.1,2.4
105,°­¸ª,2019-01-12,3.3,8.5,5.8
105,°­¸ª,2019-01-13,3.7,0.1,0.0
105,°­¸ª,2019-01-14,5.5,4.5,1.3
105,°­¸ª,2019-01-15,2.6,3.9,1.1
105,°­¸ª,2019-01-16,-1.6,2.4,0.4
105,°­¸ª,2019-01-17,2.7,0.0,0.0
105,°­¸ª,2019-01-18,4.4,3.0,0.4
105,°­¸ª,2019-01-19,5.7,7.8,4.9
105,°­¸ª,2019-01-20,3.7,2.4,2.4
105,°­¸ª,2019-01-21,2.1,0.1,0.0
105,°­¸ª,2019-01-22,4.7,0.4,0.0
105,°­¸ª,2019-01-23,5.5,1.6,0.3
105,°­¸ª,2019-01-24,2.7,0.3,0.0
105,°­¸ª,2019-01-25,1.3,3.6,1.0
105,°­¸ª,2019-01-26,0.0,3.1,1.0
105,°­¸ª,2019-01-27,3.8,4.1,1.4
105,°­¸ª,2019-01-28,4.1,2.4,1.8
105,°­¸ª,2019-01-29,3.7,3.1,1.3
105,°­¸ª,2019-01-30,8.3,6.8,2.8
105,°­¸ª,2019-01-31,2.4,8.5,4.5
105,°­¸ª,2019-02-01,0.3,0.0,0.0
105,°­¸ª,2019-02-02,4.9,4.4,2.1
105,°­¸ª,2019-02-03,4.9,9.8,4.1
105,°­¸ª,2019-02-04,4.3,1.4,0.0
105,°­¸ª,2019-02-05,6.3,3.4,0.0
105,°­¸ª,2019-02-06,6.7,5.9,1.8
105,°­¸ª,2019-02-07,1.9,5.7,3.6
105,°­¸ª,2019-02-08,-1.5,6.8,1.4
105,°­¸ª,2019-02-09,-0.5,5.3,2.3
105,°­¸ª,2019-02-10,-0.6,6.9,3.5
105,°­¸ª,2019-02-11,1.3,1.4,0.6
105,°­¸ª,2019-02-12,1.4,1.9,0.0
105,°­¸ª,2019-02-13,0.2,2.3,0.0
105,°­¸ª,2019-02-14,-0.2,8.4,2.8
105,°­¸ª,2019-02-15,3.0,7.5,6.0
105,°­¸ª,2019-02-16,0.9,2.4,1.5
105,°­¸ª,2019-02-17,2.7,0.0,0.0
105,°­¸ª,2019-02-18,5.7,6.5,3.9
105,°­¸ª,2019-02-19,3.9,8.5,5.3
105,°­¸ª,2019-02-20,4.3,2.5,1.6
105,°­¸ª,2019-02-21,5.3,0.0,
105,°­¸ª,2019-02-22,6.1,5.5,0.1
105,°­¸ª,2019-02-23,4.9,3.0,2.0
105,°­¸ª,2019-02-24,9.5,3.0,0.3
105,°­¸ª,2019-02-25,7.9,5.6,0.0
105,°­¸ª,2019-02-26,6.0,1.9,0.0
105,°­¸ª,2019-02-27,8.3,8.5,3.0
105,°­¸ª,2019-02-28,7.1,4.4,0.6
105,°­¸ª,2019-03-01,7.3,0.0,0.0
105,°­¸ª,2019-03-02,8.5,4.6,0.0
105,°­¸ª,2019-03-03,9.7,5.3,1.1
105,°­¸ª,2019-03-04,8.9,3.6,3.1
105,°­¸ª,2019-03-05,12.2,5.1,0.6
105,°­¸ª,2019-03-06,9.5,8.7,3.5
105,°­¸ª,2019-03-07,5.8,5.8,4.6
105,°­¸ª,2019-03-08,9.6,0.1,0.0
105,°­¸ª,2019-03-09,13.2,5.8,4.3
105,°­¸ª,2019-03-10,9.1,9.5,6.0
105,°­¸ª,2019-03-11,8.3,5.6,2.4
105,°­¸ª,2019-03-12,6.6,2.7,0.4
105,°­¸ª,2019-03-13,4.6,0.0,0.0
105,°­¸ª,2019-03-14,6.3,4.0,0.8
105,°­¸ª,2019-03-15,5.5,6.8,3.1
105,°­¸ª,2019-03-16,5.9,6.5,3.6
105,°­¸ª,2019-03-17,7.4,1.1,0.3
105,°­¸ª,2019-03-18,12.3,5.6,0.1
105,°­¸ª,2019-03-19,17.0,2.2,
105,°­¸ª,2019-03-20,16.9,9.1,2.8
105,°­¸ª,2019-03-21,11.1,7.6,3.4
105,°­¸ª,2019-03-22,5.4,6.3,4.0
105,°­¸ª,2019-03-23,5.0,3.3,0.9
105,°­¸ª,2019-03-24,6.9,0.0,0.0
105,°­¸ª,2019-03-25,11.4,1.3,0.4
105,°­¸ª,2019-03-26,12.6,1.3,0.0
105,°­¸ª,2019-03-27,12.8,6.0,2.6
105,°­¸ª,2019-03-28,5.7,8.3,5.0
105,°­¸ª,2019-03-29,7.3,7.1,3.9
105,°­¸ª,2019-03-30,7.7,5.1,2.0
105,°­¸ª,2019-03-31,5.7,3.1,1.9
105,°­¸ª,2019-04-01,5.6,1.9,0.9
105,°­¸ª,2019-04-02,7.2,3.0,1.4
105,°­¸ª,2019-04-03,10.0,0.1,0.0
105,°­¸ª,2019-04-04,14.2,1.8,0.0
105,°­¸ª,2019-04-05,12.8,3.4,0.6
105,°­¸ª,2019-04-06,11.6,7.8,4.0
105,°­¸ª,2019-04-07,11.4,4.5,1.0
105,°­¸ª,2019-04-08,9.7,2.9,1.0
105,°­¸ª,2019-04-09,8.2,7.1,3.6
105,°­¸ª,2019-04-10,4.8,9.6,2.6
105,°­¸ª,2019-04-11,8.5,6.0,2.6
105,°­¸ª,2019-04-12,12.2,2.0,0.0
105,°­¸ª,2019-04-13,15.5,5.0,0.0
105,°­¸ª,2019-04-14,11.3,5.9,2.1
105,°­¸ª,2019-04-15,14.2,0.0,0.0
105,°­¸ª,2019-04-16,19.7,3.4,0.0
105,°­¸ª,2019-04-17,20.3,4.0,0.0
105,°­¸ª,2019-04-18,18.1,6.0,3.4
105,°­¸ª,2019-04-19,10.8,5.8,4.8
105,°­¸ª,2019-04-20,14.2,4.0,2.6
105,°­¸ª,2019-04-21,15.3,6.8,4.0
105,°­¸ª,2019-04-22,14.0,3.6,1.3
105,°­¸ª,2019-04-23,19.1,8.0,2.3
105,°­¸ª,2019-04-24,18.1,9.0,5.6
105,°­¸ª,2019-04-25,10.8,8.9,6.0
105,°­¸ª,2019-04-26,7.8,9.3,3.5
105,°­¸ª,2019-04-27,11.6,4.4,1.3
105,°­¸ª,2019-04-28,14.1,8.8,5.4
105,°­¸ª,2019-04-29,12.7,7.3,1.0
105,°­¸ª,2019-04-30,13.0,5.4,1.3
105,°­¸ª,2019-05-01,16.5,4.8,2.6
105,°­¸ª,2019-05-02,19.3,0.5,0.0
105,°­¸ª,2019-05-03,16.9,0.4,0.0
105,°­¸ª,2019-05-04,17.3,4.4,1.0
105,°­¸ª,2019-05-05,22.3,6.9,2.3
105,°­¸ª,2019-05-06,12.2,4.0,2.3
