¡ˆ¡°,¡ˆ¡°∏Ì,¿œΩ√,∆Ú±’±‚ø¬(°∆C),∆Ú±’ ¿¸øÓ∑Æ(1/10),∆Ú±’ ¡ﬂ«œ√˛øÓ∑Æ(1/10)
101,√·√µ,2022-05-15,15.3,,
101,√·√µ,2022-05-16,16.4,,
101,√·√µ,2022-05-17,18.6,,
101,√·√µ,2022-05-18,19.1,,
101,√·√µ,2022-05-19,19.9,,
101,√·√µ,2022-05-20,19.4,,
101,√·√µ,2022-05-21,20.4,,
101,√·√µ,2022-05-22,20.0,,
101,√·√µ,2022-05-23,22.4,,
101,√·√µ,2022-05-24,23.1,,
101,√·√µ,2022-05-25,20.6,,
101,√·√µ,2022-05-26,18.8,,
101,√·√µ,2022-05-27,20.4,,
101,√·√µ,2022-05-28,21.0,,
101,√·√µ,2022-05-29,21.5,,
101,√·√µ,2022-05-30,19.6,,
101,√·√µ,2022-05-31,19.3,,
101,√·√µ,2022-06-01,20.3,,
101,√·√µ,2022-06-02,21.4,,
101,√·√µ,2022-06-03,23.2,,
101,√·√µ,2022-06-04,23.2,,
101,√·√µ,2022-06-05,20.9,,
101,√·√µ,2022-06-06,17.1,,
101,√·√µ,2022-06-07,17.6,,
101,√·√µ,2022-06-08,19.6,,
101,√·√µ,2022-06-09,18.3,,
101,√·√µ,2022-06-10,20.2,,
101,√·√µ,2022-06-11,21.8,,
101,√·√µ,2022-06-12,22.8,,
101,√·√µ,2022-06-13,21.6,8.2,
101,√·√µ,2022-06-14,19.9,7.3,
101,√·√µ,2022-06-15,16.7,7.5,
101,√·√µ,2022-06-16,20.4,6.2,
101,√·√µ,2022-06-17,22.2,4.6,
101,√·√µ,2022-06-18,24.1,8.6,
101,√·√µ,2022-06-19,24.1,7.0,
101,√·√µ,2022-06-20,25.8,4.6,
101,√·√µ,2022-06-21,27.0,3.1,
101,√·√µ,2022-06-22,27.1,6.3,
101,√·√µ,2022-06-23,23.6,8.8,
101,√·√µ,2022-06-24,25.1,5.6,
101,√·√µ,2022-06-25,26.8,2.9,
101,√·√µ,2022-06-26,26.3,8.6,
101,√·√µ,2022-06-27,26.4,10.0,
101,√·√µ,2022-06-28,26.6,9.8,
101,√·√µ,2022-06-29,25.6,8.6,
101,√·√µ,2022-06-30,22.2,9.9,
101,√·√µ,2022-07-01,26.1,5.6,
101,√·√µ,2022-07-02,27.2,4.1,
101,√·√µ,2022-07-03,28.3,2.3,
101,√·√µ,2022-07-04,27.8,7.6,
101,√·√µ,2022-07-05,27.6,8.3,
101,√·√µ,2022-07-06,28.5,8.1,
101,√·√µ,2022-07-07,28.2,8.9,
101,√·√µ,2022-07-08,26.2,8.5,
101,√·√µ,2022-07-09,27.9,7.1,
101,√·√µ,2022-07-10,28.9,6.6,
101,√·√µ,2022-07-11,25.6,7.6,
101,√·√µ,2022-07-12,25.9,6.9,
101,√·√µ,2022-07-13,24.0,9.8,
101,√·√µ,2022-07-14,25.3,5.5,
101,√·√µ,2022-07-15,25.4,6.8,
101,√·√µ,2022-07-16,24.4,7.4,
101,√·√µ,2022-07-17,25.2,7.0,
101,√·√µ,2022-07-18,26.1,7.4,
101,√·√µ,2022-07-19,27.4,7.6,
101,√·√µ,2022-07-20,26.9,9.4,
101,√·√µ,2022-07-21,22.7,7.5,
101,√·√µ,2022-07-22,24.5,6.6,
101,√·√µ,2022-07-23,24.8,9.0,
101,√·√µ,2022-07-24,24.7,6.0,
101,√·√µ,2022-07-25,27.2,2.0,
101,√·√µ,2022-07-26,27.6,4.9,
101,√·√µ,2022-07-27,28.2,6.9,
101,√·√µ,2022-07-28,28.1,5.1,
101,√·√µ,2022-07-29,29.7,3.8,
101,√·√µ,2022-07-30,29.1,6.4,
101,√·√µ,2022-07-31,26.6,9.3,
101,√·√µ,2022-08-01,27.4,8.1,
101,√·√µ,2022-08-02,26.7,8.3,
101,√·√µ,2022-08-03,26.9,8.1,
101,√·√µ,2022-08-04,28.8,6.0,
101,√·√µ,2022-08-05,29.1,6.9,
101,√·√µ,2022-08-06,28.2,6.3,
101,√·√µ,2022-08-07,27.4,8.4,
101,√·√µ,2022-08-08,25.7,10.0,
101,√·√µ,2022-08-09,24.6,10.0,
101,√·√µ,2022-08-10,25.3,8.3,
101,√·√µ,2022-08-11,25.7,7.8,
101,√·√µ,2022-08-12,26.9,4.3,
101,√·√µ,2022-08-13,24.5,8.3,
101,√·√µ,2022-08-14,26.5,9.0,
101,√·√µ,2022-08-15,27.5,9.4,
101,√·√µ,2022-08-16,27.4,5.0,
101,√·√µ,2022-08-17,24.6,5.1,
101,√·√µ,2022-08-18,25.2,7.9,
101,√·√µ,2022-08-19,24.6,8.9,
101,√·√µ,2022-08-20,27.7,4.3,
101,√·√µ,2022-08-21,26.5,3.8,
101,√·√µ,2022-08-22,26.3,8.3,
101,√·√µ,2022-08-23,26.1,5.4,
101,√·√µ,2022-08-24,23.7,7.9,
101,√·√µ,2022-08-25,21.4,8.6,
101,√·√µ,2022-08-26,23.6,7.4,
101,√·√µ,2022-08-27,21.2,1.9,
101,√·√µ,2022-08-28,20.8,3.1,
101,√·√µ,2022-08-29,19.9,8.9,
101,√·√µ,2022-08-30,18.9,9.9,
101,√·√µ,2022-08-31,20.6,8.0,
101,√·√µ,2022-09-01,22.0,4.4,
101,√·√µ,2022-09-02,22.5,3.6,
101,√·√µ,2022-09-03,22.0,5.6,
101,√·√µ,2022-09-04,20.8,9.9,
101,√·√µ,2022-09-05,19.7,10.0,
101,√·√µ,2022-09-06,20.0,4.6,
101,√·√µ,2022-09-07,19.9,0.0,
101,√·√µ,2022-09-08,20.6,3.3,
101,√·√µ,2022-09-09,21.3,4.3,
101,√·√µ,2022-09-10,21.7,8.4,
101,√·√µ,2022-09-11,22.1,9.5,
101,√·√µ,2022-09-12,22.9,8.5,
101,√·√µ,2022-09-13,22.9,10.0,
101,√·√µ,2022-09-14,23.0,8.9,
101,√·√µ,2022-09-15,23.7,8.8,
101,√·√µ,2022-09-16,25.2,8.4,
101,√·√µ,2022-09-17,25.9,7.6,
101,√·√µ,2022-09-18,25.5,9.0,
101,√·√µ,2022-09-19,22.2,7.6,
101,√·√µ,2022-09-20,17.7,3.3,
101,√·√µ,2022-09-21,17.2,2.8,
101,√·√µ,2022-09-22,17.0,4.9,
101,√·√µ,2022-09-23,16.4,4.9,
101,√·√µ,2022-09-24,15.6,2.0,
101,√·√µ,2022-09-25,16.8,7.1,
101,√·√µ,2022-09-26,16.9,6.3,
101,√·√µ,2022-09-27,18.1,3.5,
101,√·√µ,2022-09-28,17.6,4.8,
101,√·√µ,2022-09-29,18.3,3.8,
101,√·√µ,2022-09-30,18.2,5.3,
101,√·√µ,2022-10-01,18.2,8.1,
101,√·√µ,2022-10-02,17.3,9.9,
101,√·√µ,2022-10-03,18.0,8.6,
101,√·√µ,2022-10-04,18.7,9.0,
101,√·√µ,2022-10-05,15.5,9.5,
101,√·√µ,2022-10-06,14.8,9.1,
101,√·√µ,2022-10-07,13.8,5.4,
101,√·√µ,2022-10-08,13.7,5.1,
101,√·√µ,2022-10-09,12.5,10.0,
101,√·√µ,2022-10-10,9.7,8.3,
101,√·√µ,2022-10-11,10.5,3.9,
101,√·√µ,2022-10-12,12.2,3.4,
101,√·√µ,2022-10-13,13.5,5.5,
101,√·√µ,2022-10-14,15.1,8.4,
101,√·√µ,2022-10-15,15.9,6.8,
101,√·√µ,2022-10-16,14.6,9.3,
101,√·√µ,2022-10-17,11.5,2.3,
101,√·√µ,2022-10-18,7.3,0.0,
101,√·√µ,2022-10-19,7.1,2.0,
101,√·√µ,2022-10-20,9.5,4.8,
101,√·√µ,2022-10-21,11.6,6.9,
101,√·√µ,2022-10-22,13.4,3.8,
101,√·√µ,2022-10-23,11.7,4.5,
101,√·√µ,2022-10-24,8.5,3.8,
101,√·√µ,2022-10-25,8.6,0.9,
101,√·√µ,2022-10-26,9.4,6.3,
101,√·√µ,2022-10-27,11.0,2.9,
101,√·√µ,2022-10-28,12.6,2.6,
101,√·√µ,2022-10-29,12.5,3.4,
101,√·√µ,2022-10-30,12.4,3.0,
101,√·√µ,2022-10-31,12.3,3.9,
101,√·√µ,2022-11-01,11.0,2.5,
101,√·√µ,2022-11-02,8.9,1.3,
101,√·√µ,2022-11-03,7.4,7.3,
101,√·√µ,2022-11-04,3.6,0.0,
101,√·√µ,2022-11-05,3.1,0.0,
101,√·√µ,2022-11-06,6.2,2.3,
101,√·√µ,2022-11-07,8.5,4.9,
101,√·√µ,2022-11-08,9.2,3.6,
101,√·√µ,2022-11-09,7.6,7.4,
101,√·√µ,2022-11-10,10.0,5.4,
101,√·√µ,2022-11-11,11.8,1.6,
101,√·√µ,2022-11-12,12.2,7.1,
101,√·√µ,2022-11-13,12.3,7.6,
101,√·√µ,2022-11-14,9.0,5.9,
101,√·√µ,2022-11-15,6.0,4.5,
101,√·√µ,2022-11-16,7.5,3.9,
101,√·√µ,2022-11-17,7.3,1.4,
101,√·√µ,2022-11-18,6.3,4.5,
101,√·√µ,2022-11-19,8.0,3.4,
101,√·√µ,2022-11-20,9.7,4.0,
101,√·√µ,2022-11-21,8.4,5.3,
101,√·√µ,2022-11-22,8.4,9.3,
101,√·√µ,2022-11-23,10.1,4.1,
101,√·√µ,2022-11-24,6.6,3.0,
101,√·√µ,2022-11-25,9.4,6.0,
101,√·√µ,2022-11-26,5.7,0.0,
101,√·√µ,2022-11-27,2.5,1.6,
101,√·√µ,2022-11-28,5.4,9.9,
101,√·√µ,2022-11-29,8.0,9.5,
101,√·√µ,2022-11-30,-4.2,2.0,
101,√·√µ,2022-12-01,-5.4,1.5,
101,√·√µ,2022-12-02,-4.7,1.5,
101,√·√µ,2022-12-03,0.7,8.8,
101,√·√µ,2022-12-04,-2.3,8.8,
101,√·√µ,2022-12-05,-3.6,2.8,
101,√·√µ,2022-12-06,-2.4,6.3,
101,√·√µ,2022-12-07,2.4,2.9,
101,√·√µ,2022-12-08,0.3,2.1,
101,√·√µ,2022-12-09,0.0,3.3,
101,√·√µ,2022-12-10,-0.7,6.8,
101,√·√µ,2022-12-11,-1.1,0.0,
101,√·√µ,2022-12-12,-0.1,8.0,
101,√·√µ,2022-12-13,0.5,7.9,
101,√·√µ,2022-12-14,-8.3,1.1,
101,√·√µ,2022-12-15,-6.7,5.8,
101,√·√µ,2022-12-16,-7.4,4.8,
101,√·√µ,2022-12-17,-8.7,1.9,
101,√·√µ,2022-12-18,-10.6,0.0,
101,√·√µ,2022-12-19,-9.1,2.1,
101,√·√µ,2022-12-20,-6.6,1.0,
101,√·√µ,2022-12-21,-2.3,8.0,
101,√·√µ,2022-12-22,-7.2,6.1,
101,√·√µ,2022-12-23,-12.1,6.5,
101,√·√µ,2022-12-24,-11.5,4.1,
101,√·√µ,2022-12-25,-9.0,2.5,
101,√·√µ,2022-12-26,-8.2,3.4,
101,√·√µ,2022-12-27,-7.2,3.5,
101,√·√µ,2022-12-28,-5.4,2.4,
101,√·√µ,2022-12-29,-5.7,2.0,
101,√·√µ,2022-12-30,-4.6,1.9,
101,√·√µ,2022-12-31,-4.8,6.9,
101,√·√µ,2023-01-01,-2.6,0.6,
101,√·√µ,2023-01-02,-6.8,0.0,
101,√·√µ,2023-01-03,-7.6,0.6,
101,√·√µ,2023-01-04,-6.8,0.1,
101,√·√µ,2023-01-05,-5.4,2.0,
101,√·√µ,2023-01-06,-3.4,5.6,
101,√·√µ,2023-01-07,0.3,3.6,
101,√·√µ,2023-01-08,-1.2,5.8,
101,√·√µ,2023-01-09,1.6,1.4,
101,√·√µ,2023-01-10,-1.8,1.9,
101,√·√µ,2023-01-11,-1.5,3.1,
101,√·√µ,2023-01-12,-0.1,2.6,
101,√·√µ,2023-01-13,2.6,7.1,
101,√·√µ,2023-01-14,4.0,7.3,
101,√·√µ,2023-01-15,0.9,9.9,
101,√·√µ,2023-01-16,-3.7,6.6,
101,√·√µ,2023-01-17,-5.0,6.8,
101,√·√µ,2023-01-18,-3.8,4.5,
101,√·√µ,2023-01-19,-4.3,5.8,
101,√·√µ,2023-01-20,-3.7,1.6,
101,√·√µ,2023-01-21,-8.3,2.9,
101,√·√µ,2023-01-22,-4.4,6.4,
101,√·√µ,2023-01-23,-1.8,4.6,
101,√·√µ,2023-01-24,-13.5,1.0,
101,√·√µ,2023-01-25,-13.0,3.8,
101,√·√µ,2023-01-26,-7.6,7.5,
101,√·√µ,2023-01-27,-8.4,2.9,
101,√·√µ,2023-01-28,-8.3,1.0,
101,√·√µ,2023-01-29,-6.0,4.1,
101,√·√µ,2023-01-30,-4.3,0.8,
101,√·√µ,2023-01-31,-3.2,5.9,
101,√·√µ,2023-02-01,-0.8,1.6,
101,√·√µ,2023-02-02,-3.9,4.8,
101,√·√µ,2023-02-03,-2.5,5.5,
101,√·√µ,2023-02-04,-3.2,0.9,
101,√·√µ,2023-02-05,-2.1,1.8,
101,√·√µ,2023-02-06,-1.3,3.3,
101,√·√µ,2023-02-07,-0.5,1.1,
101,√·√µ,2023-02-08,-0.3,0.1,
101,√·√µ,2023-02-09,1.4,7.9,
101,√·√µ,2023-02-10,1.9,5.4,
101,√·√µ,2023-02-11,-0.7,4.0,
101,√·√µ,2023-02-12,1.6,7.9,
101,√·√µ,2023-02-13,4.4,8.9,
101,√·√µ,2023-02-14,0.2,4.6,
101,√·√µ,2023-02-15,0.9,5.1,
101,√·√µ,2023-02-16,0.0,4.6,
101,√·√µ,2023-02-17,0.8,4.3,
101,√·√µ,2023-02-18,1.4,10.0,
101,√·√µ,2023-02-19,3.2,4.3,
101,√·√µ,2023-02-20,-1.0,0.5,
101,√·√µ,2023-02-21,-2.3,0.0,
101,√·√µ,2023-02-22,-0.1,4.1,
101,√·√µ,2023-02-23,2.0,2.0,
101,√·√µ,2023-02-24,1.8,1.9,
101,√·√µ,2023-02-25,-0.3,0.9,
101,√·√µ,2023-02-26,0.4,0.0,
101,√·√µ,2023-02-27,2.9,0.0,
101,√·√µ,2023-02-28,3.3,3.3,
101,√·√µ,2023-03-01,4.1,5.6,
101,√·√µ,2023-03-02,1.9,0.5,
101,√·√µ,2023-03-03,2.3,0.8,
101,√·√µ,2023-03-04,4.7,1.4,
101,√·√µ,2023-03-05,5.5,0.1,
101,√·√µ,2023-03-06,6.1,1.6,
101,√·√µ,2023-03-07,8.3,1.6,
101,√·√µ,2023-03-08,8.0,5.8,
101,√·√µ,2023-03-09,9.0,6.6,
101,√·√µ,2023-03-10,9.6,0.0,
101,√·√µ,2023-03-11,12.0,6.1,
101,√·√µ,2023-03-12,4.4,7.8,
101,√·√µ,2023-03-13,2.7,5.4,
101,√·√µ,2023-03-14,6.9,4.4,
101,√·√µ,2023-03-15,7.6,6.1,
101,√·√µ,2023-03-16,3.9,6.6,
101,√·√µ,2023-03-17,5.8,7.8,
101,√·√µ,2023-03-18,7.0,1.3,
101,√·√µ,2023-03-19,6.8,0.4,
101,√·√µ,2023-03-20,8.0,2.9,
101,√·√µ,2023-03-21,10.4,0.8,
101,√·√µ,2023-03-22,14.8,5.4,
101,√·√µ,2023-03-23,16.3,6.8,
101,√·√µ,2023-03-24,10.8,7.0,
101,√·√µ,2023-03-25,12.3,6.8,
101,√·√µ,2023-03-26,10.3,1.8,
101,√·√µ,2023-03-27,6.5,0.8,
101,√·√µ,2023-03-28,7.5,0.4,
101,√·√µ,2023-03-29,10.4,0.8,
101,√·√µ,2023-03-30,12.0,0.8,
101,√·√µ,2023-03-31,13.2,0.1,
101,√·√µ,2023-04-01,15.7,2.8,
101,√·√µ,2023-04-02,15.7,0.6,
101,√·√µ,2023-04-03,15.5,2.4,
101,√·√µ,2023-04-04,15.8,9.5,
101,√·√µ,2023-04-05,12.3,8.5,
101,√·√µ,2023-04-06,9.7,8.6,
101,√·√µ,2023-04-07,8.4,4.6,
101,√·√µ,2023-04-08,7.6,0.0,
101,√·√µ,2023-04-09,9.4,0.1,
101,√·√µ,2023-04-10,11.7,3.8,
101,√·√µ,2023-04-11,12.2,8.0,
101,√·√µ,2023-04-12,10.0,0.4,
101,√·√µ,2023-04-13,10.7,2.1,
101,√·√µ,2023-04-14,14.1,7.1,
101,√·√µ,2023-04-15,10.8,7.3,
101,√·√µ,2023-04-16,9.5,5.5,
101,√·√µ,2023-04-17,10.5,8.5,
101,√·√µ,2023-04-18,11.4,8.1,
101,√·√µ,2023-04-19,17.7,1.5,
101,√·√µ,2023-04-20,16.9,6.1,
101,√·√µ,2023-04-21,15.7,4.1,
101,√·√µ,2023-04-22,13.4,6.8,
101,√·√µ,2023-04-23,13.9,7.1,
101,√·√µ,2023-04-24,14.7,6.9,
101,√·√µ,2023-04-25,9.0,7.1,
101,√·√µ,2023-04-26,10.2,4.9,
101,√·√µ,2023-04-27,11.6,2.0,
101,√·√µ,2023-04-28,14.8,5.5,
101,√·√µ,2023-04-29,13.3,8.5,
101,√·√µ,2023-04-30,13.4,6.0,
101,√·√µ,2023-05-01,13.3,3.4,
101,√·√µ,2023-05-02,14.1,7.1,
101,√·√µ,2023-05-03,17.2,4.6,
101,√·√µ,2023-05-04,18.6,6.5,
101,√·√µ,2023-05-05,16.5,9.3,
101,√·√µ,2023-05-06,11.1,8.8,
101,√·√µ,2023-05-07,11.6,6.9,
101,√·√µ,2023-05-08,13.8,0.0,
101,√·√µ,2023-05-09,16.3,1.0,
101,√·√µ,2023-05-10,17.0,2.0,
101,√·√µ,2023-05-11,18.2,2.4,
101,√·√µ,2023-05-12,16.8,5.5,
101,√·√µ,2023-05-13,17.1,5.5,
101,√·√µ,2023-05-14,17.2,4.8,
101,√·√µ,2023-05-15,18.0,4.1,
101,√·√µ,2023-05-16,21.8,2.1,
101,√·√µ,2023-05-17,21.9,4.9,
101,√·√µ,2023-05-18,18.8,8.3,
101,√·√µ,2023-05-19,19.7,3.5,
101,√·√µ,2023-05-20,20.4,6.6,
101,√·√µ,2023-05-21,19.7,7.5,
101,√·√µ,2023-05-22,18.5,5.6,
101,√·√µ,2023-05-23,18.0,1.4,
101,√·√µ,2023-05-24,18.6,4.8,
101,√·√µ,2023-05-25,20.4,5.5,
101,√·√µ,2023-05-26,20.0,6.8,
101,√·√µ,2023-05-27,17.5,9.5,
101,√·√µ,2023-05-28,18.9,9.6,
101,√·√µ,2023-05-29,23.0,4.8,
101,√·√µ,2023-05-30,21.6,6.1,
101,√·√µ,2023-05-31,21.0,5.3,
101,√·√µ,2023-06-01,21.4,7.6,
101,√·√µ,2023-06-02,21.4,1.9,
101,√·√µ,2023-06-03,22.1,1.4,
101,√·√µ,2023-06-04,21.2,3.0,
101,√·√µ,2023-06-05,20.8,3.9,
101,√·√µ,2023-06-06,20.5,6.4,
101,√·√µ,2023-06-07,22.0,6.9,
101,√·√µ,2023-06-08,20.8,7.9,
101,√·√µ,2023-06-09,20.8,5.4,
101,√·√µ,2023-06-10,19.8,7.9,
101,√·√µ,2023-06-11,20.7,7.5,
101,√·√µ,2023-06-12,20.8,7.4,
101,√·√µ,2023-06-13,20.7,6.5,
101,√·√µ,2023-06-14,20.0,5.3,
101,√·√µ,2023-06-15,21.5,6.3,
101,√·√µ,2023-06-16,23.5,1.0,
101,√·√µ,2023-06-17,24.0,3.3,
101,√·√µ,2023-06-18,25.6,4.3,
101,√·√µ,2023-06-19,26.9,3.9,
101,√·√µ,2023-06-20,22.8,8.9,
101,√·√µ,2023-06-21,19.5,8.4,
101,√·√µ,2023-06-22,21.0,6.8,
101,√·√µ,2023-06-23,23.3,3.8,
101,√·√µ,2023-06-24,25.2,1.0,
101,√·√µ,2023-06-25,26.7,5.1,
101,√·√µ,2023-06-26,22.4,9.4,
101,√·√µ,2023-06-27,24.7,5.5,
101,√·√µ,2023-06-28,26.1,6.6,
101,√·√µ,2023-06-29,23.1,9.3,
101,√·√µ,2023-06-30,24.9,6.1,
101,√·√µ,2023-07-01,27.4,0.8,
101,√·√µ,2023-07-02,26.5,6.1,
101,√·√µ,2023-07-03,27.5,2.3,
101,√·√µ,2023-07-04,25.7,7.8,
101,√·√µ,2023-07-05,25.1,4.8,
101,√·√µ,2023-07-06,26.2,7.8,
101,√·√µ,2023-07-07,26.0,5.3,
101,√·√µ,2023-07-08,25.0,5.1,
101,√·√µ,2023-07-09,23.5,7.0,
101,√·√µ,2023-07-10,25.8,6.4,
101,√·√µ,2023-07-11,22.5,8.6,
101,√·√µ,2023-07-12,24.8,8.5,
101,√·√µ,2023-07-13,23.8,9.9,
101,√·√µ,2023-07-14,24.3,8.1,
101,√·√µ,2023-07-15,23.9,9.6,
101,√·√µ,2023-07-16,24.3,9.5,
101,√·√µ,2023-07-17,24.7,9.3,
101,√·√µ,2023-07-18,24.1,8.9,
101,√·√µ,2023-07-19,26.1,2.3,
101,√·√µ,2023-07-20,26.2,2.5,
101,√·√µ,2023-07-21,27.8,5.4,
101,√·√µ,2023-07-22,26.9,5.1,
101,√·√µ,2023-07-23,24.3,10.0,
101,√·√µ,2023-07-24,26.5,7.3,
101,√·√µ,2023-07-25,27.4,6.3,
101,√·√µ,2023-07-26,26.3,7.9,
101,√·√µ,2023-07-27,27.7,5.6,
101,√·√µ,2023-07-28,28.0,3.9,
101,√·√µ,2023-07-29,27.9,4.6,
101,√·√µ,2023-07-30,28.3,4.1,
101,√·√µ,2023-07-31,28.5,6.0,
101,√·√µ,2023-08-01,28.4,5.4,
101,√·√µ,2023-08-02,28.5,5.9,
101,√·√µ,2023-08-03,27.9,5.1,
101,√·√µ,2023-08-04,28.4,5.1,
101,√·√µ,2023-08-05,28.9,3.5,
101,√·√µ,2023-08-06,28.3,6.5,
101,√·√µ,2023-08-07,28.6,5.3,
101,√·√µ,2023-08-08,27.7,4.0,
101,√·√µ,2023-08-09,25.5,8.5,
101,√·√µ,2023-08-10,21.7,9.3,
101,√·√µ,2023-08-11,22.9,9.1,
101,√·√µ,2023-08-12,24.1,8.1,
101,√·√µ,2023-08-13,25.9,8.6,
101,√·√µ,2023-08-14,27.9,3.9,
101,√·√µ,2023-08-15,27.0,6.4,
101,√·√µ,2023-08-16,26.7,4.5,
101,√·√µ,2023-08-17,27.2,5.0,
101,√·√µ,2023-08-18,28.5,4.9,
101,√·√µ,2023-08-19,28.6,3.5,
101,√·√µ,2023-08-20,27.7,6.5,
101,√·√µ,2023-08-21,28.3,6.8,
101,√·√µ,2023-08-22,27.6,8.1,
101,√·√µ,2023-08-23,24.5,9.5,
101,√·√µ,2023-08-24,22.5,9.5,
101,√·√µ,2023-08-25,25.6,4.3,
101,√·√µ,2023-08-26,24.9,6.4,
101,√·√µ,2023-08-27,24.2,7.5,
101,√·√µ,2023-08-28,21.5,9.9,
101,√·√µ,2023-08-29,22.8,9.8,
101,√·√µ,2023-08-30,21.8,8.4,
101,√·√µ,2023-08-31,22.6,6.9,
101,√·√µ,2023-09-01,22.7,4.1,
101,√·√µ,2023-09-02,22.8,5.5,
101,√·√µ,2023-09-03,22.8,8.1,
101,√·√µ,2023-09-04,25.5,9.3,
101,√·√µ,2023-09-05,26.7,6.5,
101,√·√µ,2023-09-06,25.5,2.5,
101,√·√µ,2023-09-07,23.5,1.8,
101,√·√µ,2023-09-08,22.7,1.5,
101,√·√µ,2023-09-09,23.8,2.9,
101,√·√µ,2023-09-10,25.0,4.1,
101,√·√µ,2023-09-11,24.5,6.0,
101,√·√µ,2023-09-12,23.9,6.8,
101,√·√µ,2023-09-13,20.1,10.0,
101,√·√µ,2023-09-14,21.8,9.0,
101,√·√µ,2023-09-15,20.5,10.0,
101,√·√µ,2023-09-16,22.4,9.6,
101,√·√µ,2023-09-17,23.8,8.4,
101,√·√µ,2023-09-18,24.2,4.8,
101,√·√µ,2023-09-19,22.4,8.4,
101,√·√µ,2023-09-20,20.0,9.1,
101,√·√µ,2023-09-21,18.9,8.4,
101,√·√µ,2023-09-22,18.3,3.1,
101,√·√µ,2023-09-23,19.1,3.9,
101,√·√µ,2023-09-24,18.9,5.6,
101,√·√µ,2023-09-25,20.3,9.4,
101,√·√µ,2023-09-26,19.4,6.0,
101,√·√µ,2023-09-27,20.5,6.9,
101,√·√µ,2023-09-28,21.6,2.5,
101,√·√µ,2023-09-29,19.2,7.4,
101,√·√µ,2023-09-30,17.2,8.0,
101,√·√µ,2023-10-01,16.5,1.8,
101,√·√µ,2023-10-02,14.9,6.0,
101,√·√µ,2023-10-03,14.5,6.6,
101,√·√µ,2023-10-04,14.6,8.1,
101,√·√µ,2023-10-05,12.5,2.5,
101,√·√µ,2023-10-06,12.0,5.4,
101,√·√µ,2023-10-07,14.6,8.1,
101,√·√µ,2023-10-08,14.8,8.0,
101,√·√µ,2023-10-09,13.9,7.6,
101,√·√µ,2023-10-10,15.0,3.0,
101,√·√µ,2023-10-11,14.1,2.5,
101,√·√µ,2023-10-12,13.9,5.0,
101,√·√µ,2023-10-13,15.1,7.6,
101,√·√µ,2023-10-14,13.2,7.6,
101,√·√µ,2023-10-15,14.2,5.1,
101,√·√µ,2023-10-16,13.6,4.0,
101,√·√µ,2023-10-17,10.9,2.3,
101,√·√µ,2023-10-18,12.0,6.0,
101,√·√µ,2023-10-19,14.2,9.6,
101,√·√µ,2023-10-20,11.5,1.3,
101,√·√µ,2023-10-21,7.6,2.0,
101,√·√µ,2023-10-22,9.2,3.3,
101,√·√µ,2023-10-23,11.9,3.9,
101,√·√µ,2023-10-24,12.6,6.6,
101,√·√µ,2023-10-25,14.1,4.5,
101,√·√µ,2023-10-26,12.7,8.5,
101,√·√µ,2023-10-27,12.6,3.6,
101,√·√µ,2023-10-28,10.1,4.0,
101,√·√µ,2023-10-29,10.7,1.6,
101,√·√µ,2023-10-30,10.8,2.5,
101,√·√µ,2023-10-31,12.9,4.6,
101,√·√µ,2023-11-01,14.4,6.5,
101,√·√µ,2023-11-02,18.3,4.1,
101,√·√µ,2023-11-03,17.0,8.1,
101,√·√µ,2023-11-04,15.8,7.4,
101,√·√µ,2023-11-05,15.6,9.1,
101,√·√µ,2023-11-06,14.1,7.4,
101,√·√µ,2023-11-07,5.6,1.0,
101,√·√µ,2023-11-08,5.8,1.1,
101,√·√µ,2023-11-09,8.5,6.6,
101,√·√µ,2023-11-10,5.6,1.3,
101,√·√µ,2023-11-11,1.0,2.4,
101,√·√µ,2023-11-12,-0.3,0.6,
101,√·√µ,2023-11-13,0.6,0.5,
101,√·√µ,2023-11-14,2.1,3.6,
101,√·√µ,2023-11-15,3.8,1.5,
101,√·√µ,2023-11-16,3.7,8.4,
101,√·√µ,2023-11-17,2.2,3.9,
101,√·√µ,2023-11-18,0.0,0.3,
101,√·√µ,2023-11-19,2.6,3.3,
101,√·√µ,2023-11-20,3.3,0.0,
101,√·√µ,2023-11-21,3.4,0.0,
101,√·√µ,2023-11-22,6.2,3.4,
101,√·√µ,2023-11-23,8.9,2.6,
101,√·√µ,2023-11-24,-0.7,1.9,
101,√·√µ,2023-11-25,-2.6,0.8,
101,√·√µ,2023-11-26,2.2,4.6,
101,√·√µ,2023-11-27,3.9,7.8,
101,√·√µ,2023-11-28,2.2,3.6,
101,√·√µ,2023-11-29,-2.2,4.8,
101,√·√µ,2023-11-30,-4.7,0.3,
101,√·√µ,2023-12-01,-4.8,0.1,
101,√·√µ,2023-12-02,-0.8,5.4,
101,√·√µ,2023-12-03,-0.7,0.0,
101,√·√µ,2023-12-04,-0.7,0.4,
101,√·√µ,2023-12-05,2.1,0.8,
101,√·√µ,2023-12-06,2.0,5.1,
101,√·√µ,2023-12-07,4.6,3.4,
101,√·√µ,2023-12-08,8.8,5.3,
101,√·√µ,2023-12-09,12.8,6.4,
101,√·√µ,2023-12-10,9.7,7.3,
101,√·√µ,2023-12-11,7.2,8.9,
101,√·√µ,2023-12-12,3.5,3.5,
101,√·√µ,2023-12-13,4.2,6.8,
