瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),乞闭 傈款樊(1/10),乞闭 吝窍摸款樊(1/10)
211,牢力,2018-11-20,4.1,0.7,0.6
211,牢力,2018-11-21,5.5,8.6,3.6
211,牢力,2018-11-22,0.2,0.0,0.0
211,牢力,2018-11-23,-1.4,2.0,0.4
211,牢力,2018-11-24,-0.5,8.8,5.4
211,牢力,2018-11-25,3.2,4.6,3.1
211,牢力,2018-11-26,3.3,4.0,2.8
211,牢力,2018-11-27,5.1,6.9,6.0
211,牢力,2018-11-28,1.6,4.8,0.6
211,牢力,2018-11-29,0.2,2.1,1.3
211,牢力,2018-11-30,-0.3,0.9,0.0
211,牢力,2018-12-01,2.0,4.3,1.5
211,牢力,2018-12-02,1.4,6.5,2.6
211,牢力,2018-12-03,4.3,8.9,5.8
211,牢力,2018-12-04,7.0,7.1,4.1
211,牢力,2018-12-05,0.4,6.3,2.8
211,牢力,2018-12-06,1.7,7.4,4.0
211,牢力,2018-12-07,-6.6,0.4,0.0
211,牢力,2018-12-08,-9.1,0.5,0.0
211,牢力,2018-12-09,-8.7,1.5,0.3
211,牢力,2018-12-10,-7.0,2.8,0.0
211,牢力,2018-12-11,-5.3,7.6,3.6
211,牢力,2018-12-12,-5.7,0.8,0.8
211,牢力,2018-12-13,-6.4,4.5,2.5
211,牢力,2018-12-14,-8.8,0.1,0.0
211,牢力,2018-12-15,-7.3,4.3,0.3
211,牢力,2018-12-16,-2.6,8.6,5.5
211,牢力,2018-12-17,-0.3,1.3,0.5
211,牢力,2018-12-18,-1.6,1.0,1.0
211,牢力,2018-12-19,1.7,4.1,0.4
211,牢力,2018-12-20,-2.5,2.4,0.0
211,牢力,2018-12-21,0.2,7.9,3.3
211,牢力,2018-12-22,2.4,4.1,2.4
211,牢力,2018-12-23,1.3,4.4,2.0
211,牢力,2018-12-24,-5.2,0.0,0.0
211,牢力,2018-12-25,-2.8,6.5,2.6
211,牢力,2018-12-26,-0.4,3.6,1.1
211,牢力,2018-12-27,-9.4,0.5,0.0
211,牢力,2018-12-28,-11.5,1.4,0.0
211,牢力,2018-12-29,-8.9,0.0,0.0
211,牢力,2018-12-30,-9.9,1.8,0.0
211,牢力,2018-12-31,-8.3,2.3,0.1
211,牢力,2019-01-01,-7.6,4.3,0.0
211,牢力,2019-01-02,-8.6,0.1,0.0
211,牢力,2019-01-03,-8.1,0.0,0.0
211,牢力,2019-01-04,-3.9,4.1,0.1
211,牢力,2019-01-05,-3.7,0.9,0.5
211,牢力,2019-01-06,-6.5,2.6,0.0
211,牢力,2019-01-07,-5.1,2.1,0.0
211,牢力,2019-01-08,-5.3,0.0,0.0
211,牢力,2019-01-09,-8.7,5.0,0.0
211,牢力,2019-01-10,-2.2,3.8,2.8
211,牢力,2019-01-11,-2.6,6.1,3.8
211,牢力,2019-01-12,-1.1,6.0,3.9
211,牢力,2019-01-13,-3.3,0.0,0.0
211,牢力,2019-01-14,-2.7,4.3,1.1
211,牢力,2019-01-15,-1.4,3.4,2.3
211,牢力,2019-01-16,-7.2,2.9,1.6
211,牢力,2019-01-17,-2.5,2.4,0.6
211,牢力,2019-01-18,-4.6,2.8,0.0
211,牢力,2019-01-19,-1.8,9.3,5.0
211,牢力,2019-01-20,-1.5,2.0,1.0
211,牢力,2019-01-21,-4.3,3.0,1.6
211,牢力,2019-01-22,-1.3,2.0,0.9
211,牢力,2019-01-23,-0.3,0.9,0.5
211,牢力,2019-01-24,-4.5,1.5,0.0
211,牢力,2019-01-25,-5.4,1.1,0.0
211,牢力,2019-01-26,-6.4,0.4,0.0
211,牢力,2019-01-27,-3.7,5.0,2.1
211,牢力,2019-01-28,0.3,3.4,1.4
211,牢力,2019-01-29,-4.1,3.0,0.0
211,牢力,2019-01-30,-0.9,7.8,1.0
211,牢力,2019-01-31,-0.5,7.1,1.5
211,牢力,2019-02-01,-3.2,0.4,0.4
211,牢力,2019-02-02,-0.7,6.9,5.9
211,牢力,2019-02-03,1.5,9.8,6.1
211,牢力,2019-02-04,-0.2,2.1,0.0
211,牢力,2019-02-05,-1.0,3.8,0.1
211,牢力,2019-02-06,2.2,6.6,3.4
211,牢力,2019-02-07,0.6,5.6,2.0
211,牢力,2019-02-08,-5.3,6.5,0.5
211,牢力,2019-02-09,-4.9,3.4,1.4
211,牢力,2019-02-10,-5.1,7.8,2.4
211,牢力,2019-02-11,-3.7,0.0,0.0
211,牢力,2019-02-12,-3.8,2.5,0.0
211,牢力,2019-02-13,-4.3,1.4,0.0
211,牢力,2019-02-14,-3.0,6.1,0.1
211,牢力,2019-02-15,-1.7,8.5,5.0
211,牢力,2019-02-16,-4.0,3.5,2.1
211,牢力,2019-02-17,-4.4,0.0,0.0
211,牢力,2019-02-18,-1.3,6.6,0.9
211,牢力,2019-02-19,0.7,8.1,3.8
211,牢力,2019-02-20,0.4,8.3,6.1
211,牢力,2019-02-21,-0.7,0.0,
211,牢力,2019-02-22,0.9,4.3,1.0
211,牢力,2019-02-23,1.7,2.9,0.0
211,牢力,2019-02-24,2.6,1.8,0.0
211,牢力,2019-02-25,2.6,3.4,0.0
211,牢力,2019-02-26,2.0,2.5,0.0
211,牢力,2019-02-27,5.0,8.0,3.5
211,牢力,2019-02-28,3.5,4.0,0.0
211,牢力,2019-03-01,3.0,0.3,0.0
211,牢力,2019-03-02,3.7,4.1,0.0
211,牢力,2019-03-03,5.3,4.8,0.0
211,牢力,2019-03-04,6.4,3.5,0.1
211,牢力,2019-03-05,5.3,4.8,4.8
211,牢力,2019-03-06,5.6,6.4,3.4
211,牢力,2019-03-07,3.8,5.1,3.1
211,牢力,2019-03-08,3.9,1.1,1.0
211,牢力,2019-03-09,4.0,5.5,3.1
211,牢力,2019-03-10,4.8,8.4,2.3
211,牢力,2019-03-11,4.2,5.5,0.3
211,牢力,2019-03-12,3.2,,
211,牢力,2019-03-13,1.9,2.0,0.9
211,牢力,2019-03-14,1.9,3.4,1.8
211,牢力,2019-03-15,2.8,6.3,3.1
211,牢力,2019-03-16,2.6,6.9,4.6
211,牢力,2019-03-17,4.0,2.5,2.3
211,牢力,2019-03-18,5.5,5.8,0.0
211,牢力,2019-03-19,7.9,2.8,
211,牢力,2019-03-20,9.0,9.9,2.9
211,牢力,2019-03-21,7.4,6.6,4.5
211,牢力,2019-03-22,2.8,6.3,4.8
211,牢力,2019-03-23,0.4,3.8,2.0
211,牢力,2019-03-24,2.7,0.0,0.0
211,牢力,2019-03-25,4.1,6.9,5.4
211,牢力,2019-03-26,8.7,3.3,2.3
211,牢力,2019-03-27,9.6,8.5,5.3
211,牢力,2019-03-28,6.7,7.3,3.9
211,牢力,2019-03-29,7.6,7.4,1.5
211,牢力,2019-03-30,4.1,8.0,5.8
211,牢力,2019-03-31,1.8,6.6,4.1
211,牢力,2019-04-01,1.9,2.4,0.9
211,牢力,2019-04-02,3.7,3.8,0.9
211,牢力,2019-04-03,5.8,0.0,0.0
211,牢力,2019-04-04,8.4,0.4,0.0
211,牢力,2019-04-05,10.4,4.9,2.1
211,牢力,2019-04-06,6.7,8.0,3.0
211,牢力,2019-04-07,9.1,4.9,2.9
211,牢力,2019-04-08,8.7,3.6,0.3
211,牢力,2019-04-09,6.2,7.4,3.4
211,牢力,2019-04-10,5.2,8.0,4.1
211,牢力,2019-04-11,7.2,7.5,4.9
211,牢力,2019-04-12,9.3,3.5,1.3
211,牢力,2019-04-13,9.7,4.9,0.4
211,牢力,2019-04-14,5.7,6.8,4.1
211,牢力,2019-04-15,9.4,0.3,0.3
211,牢力,2019-04-16,11.1,3.5,0.3
211,牢力,2019-04-17,13.2,3.3,0.9
211,牢力,2019-04-18,12.6,8.1,5.3
211,牢力,2019-04-19,10.6,4.3,2.8
211,牢力,2019-04-20,12.3,3.9,2.9
211,牢力,2019-04-21,16.2,7.5,3.8
211,牢力,2019-04-22,15.8,2.4,0.1
211,牢力,2019-04-23,18.5,7.0,1.8
211,牢力,2019-04-24,17.4,7.8,2.4
211,牢力,2019-04-25,9.4,9.8,6.0
211,牢力,2019-04-26,6.5,7.5,2.8
211,牢力,2019-04-27,9.7,6.3,2.9
211,牢力,2019-04-28,10.3,8.4,5.0
211,牢力,2019-04-29,10.4,7.1,0.8
211,牢力,2019-04-30,13.5,5.4,0.6
211,牢力,2019-05-01,15.5,3.4,0.6
211,牢力,2019-05-02,16.0,0.0,0.0
211,牢力,2019-05-03,16.3,0.0,0.0
211,牢力,2019-05-04,17.3,2.9,0.1
211,牢力,2019-05-05,18.5,5.8,0.8
211,牢力,2019-05-06,13.4,1.8,0.4
211,牢力,2019-05-07,12.9,0.0,0.0
211,牢力,2019-05-08,15.4,4.9,0.1
211,牢力,2019-05-09,16.6,2.8,0.3
211,牢力,2019-05-10,17.0,3.9,0.0
211,牢力,2019-05-11,17.5,3.0,1.1
211,牢力,2019-05-12,14.9,4.3,1.4
211,牢力,2019-05-13,16.4,9.4,4.4
211,牢力,2019-05-14,17.6,3.3,0.6
211,牢力,2019-05-15,17.7,4.5,0.3
211,牢力,2019-05-16,19.4,1.6,0.0
211,牢力,2019-05-17,20.1,6.8,0.8
211,牢力,2019-05-18,20.5,6.5,3.0
211,牢力,2019-05-19,19.2,8.3,
211,牢力,2019-05-20,16.1,8.0,
211,牢力,2019-05-21,15.6,2.8,
211,牢力,2019-05-22,16.9,2.1,0.0
211,牢力,2019-05-23,18.2,0.0,0.0
211,牢力,2019-05-24,21.2,0.5,0.0
211,牢力,2019-05-25,20.6,7.6,0.3
211,牢力,2019-05-26,21.6,5.8,0.9
211,牢力,2019-05-27,17.7,9.6,
211,牢力,2019-05-28,17.0,0.2,
211,牢力,2019-05-29,17.9,0.6,0.0
211,牢力,2019-05-30,18.7,7.5,1.0
211,牢力,2019-05-31,19.2,4.8,2.5
211,牢力,2019-06-01,17.9,5.5,0.4
211,牢力,2019-06-02,20.0,1.5,0.8
211,牢力,2019-06-03,20.8,1.4,0.0
211,牢力,2019-06-04,22.7,2.8,0.5
211,牢力,2019-06-05,22.7,3.6,0.8
211,牢力,2019-06-06,20.2,8.9,2.3
211,牢力,2019-06-07,17.0,9.1,3.8
211,牢力,2019-06-08,18.6,8.0,3.6
211,牢力,2019-06-09,17.7,7.6,2.0
211,牢力,2019-06-10,16.0,8.4,5.9
211,牢力,2019-06-11,16.1,6.0,4.4
211,牢力,2019-06-12,19.3,2.1,1.8
211,牢力,2019-06-13,20.7,2.3,0.0
211,牢力,2019-06-14,20.5,8.5,2.0
211,牢力,2019-06-15,18.5,6.4,1.8
211,牢力,2019-06-16,19.5,7.6,4.4
211,牢力,2019-06-17,20.8,5.6,2.5
211,牢力,2019-06-18,17.5,8.6,3.6
211,牢力,2019-06-19,19.5,7.5,4.1
211,牢力,2019-06-20,21.8,6.0,3.5
211,牢力,2019-06-21,19.5,7.5,3.5
211,牢力,2019-06-22,19.1,1.1,0.3
211,牢力,2019-06-23,20.1,2.8,0.9
211,牢力,2019-06-24,21.6,3.1,2.0
211,牢力,2019-06-25,23.3,1.6,0.8
211,牢力,2019-06-26,23.2,8.4,3.0
211,牢力,2019-06-27,24.9,7.0,2.8
211,牢力,2019-06-28,23.0,7.5,3.3
211,牢力,2019-06-29,21.7,8.4,4.4
211,牢力,2019-06-30,23.0,7.9,3.4
211,牢力,2019-07-01,23.3,6.8,2.4
211,牢力,2019-07-02,22.0,2.6,1.4
211,牢力,2019-07-03,22.5,4.9,1.4
211,牢力,2019-07-04,23.9,2.0,0.0
211,牢力,2019-07-05,25.1,5.1,2.1
211,牢力,2019-07-06,24.3,4.0,1.4
211,牢力,2019-07-07,21.2,7.6,2.9
211,牢力,2019-07-08,20.0,8.4,4.0
211,牢力,2019-07-09,20.6,9.1,8.8
211,牢力,2019-07-10,19.0,8.6,6.6
211,牢力,2019-07-11,20.1,5.0,1.6
211,牢力,2019-07-12,20.6,7.1,4.3
211,牢力,2019-07-13,23.1,6.9,3.4
211,牢力,2019-07-14,23.0,6.1,2.0
211,牢力,2019-07-15,21.9,8.9,5.4
211,牢力,2019-07-16,22.1,7.8,3.1
211,牢力,2019-07-17,23.4,8.4,4.0
211,牢力,2019-07-18,25.0,5.3,2.1
211,牢力,2019-07-19,25.3,5.6,3.4
211,牢力,2019-07-20,24.9,9.6,5.4
211,牢力,2019-07-21,23.7,9.3,4.0
211,牢力,2019-07-22,26.0,6.6,3.5
211,牢力,2019-07-23,26.7,8.1,3.0
211,牢力,2019-07-24,25.8,7.3,4.0
211,牢力,2019-07-25,26.2,7.8,5.4
211,牢力,2019-07-26,24.6,8.6,4.1
211,牢力,2019-07-27,26.2,5.1,3.4
211,牢力,2019-07-28,24.7,9.6,5.1
211,牢力,2019-07-29,26.0,8.6,5.5
211,牢力,2019-07-30,26.9,7.4,6.1
211,牢力,2019-07-31,25.1,8.4,5.0
211,牢力,2019-08-01,26.2,7.0,3.5
211,牢力,2019-08-02,26.8,3.8,2.9
211,牢力,2019-08-03,27.5,5.5,0.9
211,牢力,2019-08-04,27.4,6.1,0.1
211,牢力,2019-08-05,27.9,4.3,2.8
211,牢力,2019-08-06,26.7,7.0,1.0
211,牢力,2019-08-07,23.1,9.3,5.6
211,牢力,2019-08-08,25.2,7.5,3.1
211,牢力,2019-08-09,26.2,5.9,1.6
211,牢力,2019-08-10,26.7,5.8,2.5
211,牢力,2019-08-11,26.6,7.4,3.9
211,牢力,2019-08-12,25.5,8.8,5.3
211,牢力,2019-08-13,27.1,5.6,2.1
211,牢力,2019-08-14,26.3,5.8,4.9
211,牢力,2019-08-15,23.1,9.8,2.5
211,牢力,2019-08-16,23.8,4.3,2.8
211,牢力,2019-08-17,24.4,6.4,2.8
211,牢力,2019-08-18,22.2,5.0,0.8
211,牢力,2019-08-19,23.1,4.8,1.4
211,牢力,2019-08-20,23.8,3.9,1.0
211,牢力,2019-08-21,22.9,8.4,3.1
211,牢力,2019-08-22,24.0,7.5,4.1
211,牢力,2019-08-23,21.9,5.1,1.4
211,牢力,2019-08-24,20.5,7.0,2.3
211,牢力,2019-08-25,21.6,5.6,3.6
211,牢力,2019-08-26,22.6,6.1,1.4
211,牢力,2019-08-27,23.0,8.5,2.9
211,牢力,2019-08-28,22.8,4.6,1.8
211,牢力,2019-08-29,19.7,6.6,5.4
211,牢力,2019-08-30,21.2,6.1,2.9
211,牢力,2019-08-31,20.4,3.6,2.6
211,牢力,2019-09-01,20.3,8.0,4.9
211,牢力,2019-09-02,20.3,6.6,3.3
211,牢力,2019-09-03,20.6,9.5,7.0
211,牢力,2019-09-04,20.9,9.6,4.8
211,牢力,2019-09-05,21.6,9.4,3.6
211,牢力,2019-09-06,22.8,9.9,3.5
211,牢力,2019-09-07,25.5,8.8,3.0
211,牢力,2019-09-08,23.4,9.6,3.0
211,牢力,2019-09-09,23.0,9.4,5.6
211,牢力,2019-09-10,20.9,9.1,4.3
211,牢力,2019-09-11,20.3,8.8,6.4
211,牢力,2019-09-12,19.2,8.8,7.8
211,牢力,2019-09-13,19.4,2.6,0.5
211,牢力,2019-09-14,19.9,6.8,4.6
211,牢力,2019-09-15,20.0,7.9,5.1
211,牢力,2019-09-16,19.0,2.6,1.4
211,牢力,2019-09-17,18.4,5.4,3.5
211,牢力,2019-09-18,18.3,0.8,0.8
211,牢力,2019-09-19,15.9,4.9,0.4
211,牢力,2019-09-20,16.0,10.0,2.4
211,牢力,2019-09-21,16.8,10.0,1.3
211,牢力,2019-09-22,15.8,10.0,
211,牢力,2019-09-23,15.6,4.3,1.3
211,牢力,2019-09-24,15.7,3.5,3.3
211,牢力,2019-09-25,17.6,7.6,3.5
211,牢力,2019-09-26,18.9,8.5,4.4
211,牢力,2019-09-27,18.7,9.0,4.9
211,牢力,2019-09-28,20.0,6.0,2.8
211,牢力,2019-09-29,19.0,3.6,3.3
211,牢力,2019-09-30,18.6,2.6,2.6
211,牢力,2019-10-01,19.6,6.8,3.4
211,牢力,2019-10-02,19.6,9.6,5.6
211,牢力,2019-10-03,18.8,8.7,4.0
211,牢力,2019-10-04,19.1,7.4,4.5
211,牢力,2019-10-05,15.2,9.9,4.4
211,牢力,2019-10-06,13.8,7.3,1.8
211,牢力,2019-10-07,13.0,7.7,4.3
211,牢力,2019-10-08,12.9,3.9,2.3
211,牢力,2019-10-09,10.2,3.3,0.1
211,牢力,2019-10-10,11.5,9.1,7.9
211,牢力,2019-10-11,15.3,7.0,2.0
211,牢力,2019-10-12,15.4,9.3,7.0
211,牢力,2019-10-13,14.2,5.9,2.0
211,牢力,2019-10-14,12.8,6.6,5.3
211,牢力,2019-10-15,11.6,3.9,2.9
211,牢力,2019-10-16,10.8,6.4,4.4
211,牢力,2019-10-17,12.3,6.9,3.9
211,牢力,2019-10-18,13.1,7.6,3.4
211,牢力,2019-10-19,12.8,2.4,0.3
211,牢力,2019-10-20,12.5,3.4,3.4
211,牢力,2019-10-21,13.1,5.0,3.3
211,牢力,2019-10-22,12.9,4.3,2.3
211,牢力,2019-10-23,12.7,8.6,2.4
211,牢力,2019-10-24,15.3,8.1,4.6
211,牢力,2019-10-25,15.1,6.5,3.6
211,牢力,2019-10-26,10.0,4.9,1.8
211,牢力,2019-10-27,7.5,3.4,2.4
211,牢力,2019-10-28,9.6,6.5,2.8
211,牢力,2019-10-29,11.5,3.0,1.0
211,牢力,2019-10-30,8.0,1.3,1.3
211,牢力,2019-10-31,12.1,8.5,5.4
211,牢力,2019-11-01,13.2,2.5,1.6
211,牢力,2019-11-02,10.9,6.9,2.4
211,牢力,2019-11-03,11.0,6.5,5.5
211,牢力,2019-11-04,9.1,2.6,0.9
211,牢力,2019-11-05,8.6,2.1,2.1
211,牢力,2019-11-06,8.9,6.9,2.4
211,牢力,2019-11-07,7.9,2.5,0.0
211,牢力,2019-11-08,5.3,1.3,1.3
211,牢力,2019-11-09,5.5,0.9,0.8
211,牢力,2019-11-10,6.0,7.9,3.5
211,牢力,2019-11-11,9.5,6.3,5.3
211,牢力,2019-11-12,6.2,5.0,3.5
211,牢力,2019-11-13,5.6,8.0,1.8
211,牢力,2019-11-14,0.3,0.1,0.1
211,牢力,2019-11-15,3.3,7.0,5.4
211,牢力,2019-11-16,4.4,6.9,4.9
211,牢力,2019-11-17,5.8,8.5,1.9
211,牢力,2019-11-18,6.3,4.8,1.6
211,牢力,2019-11-19,0.3,1.3,0.4
211,牢力,2019-11-20,-1.2,0.0,0.0
211,牢力,2019-11-21,0.6,5.1,2.9
211,牢力,2019-11-22,4.4,1.3,0.9
211,牢力,2019-11-23,5.5,5.3,1.1
211,牢力,2019-11-24,9.1,7.1,4.1
211,牢力,2019-11-25,5.3,7.1,4.6
211,牢力,2019-11-26,3.7,5.3,3.1
211,牢力,2019-11-27,4.0,8.1,1.5
211,牢力,2019-11-28,3.5,7.1,4.0
211,牢力,2019-11-29,2.4,4.4,3.0
211,牢力,2019-11-30,3.7,7.5,3.0
211,牢力,2019-12-01,5.2,9.7,8.0
211,牢力,2019-12-02,0.9,1.4,0.1
211,牢力,2019-12-03,-0.8,3.0,1.9
211,牢力,2019-12-04,1.0,1.6,0.3
211,牢力,2019-12-05,-2.7,0.0,0.0
211,牢力,2019-12-06,-6.9,0.0,0.0
211,牢力,2019-12-07,-2.7,7.4,4.9
211,牢力,2019-12-08,-2.1,5.4,3.8
211,牢力,2019-12-09,0.2,6.8,4.8
211,牢力,2019-12-10,6.5,4.4,4.1
211,牢力,2019-12-11,7.1,5.6,2.8
211,牢力,2019-12-12,-1.5,0.0,0.0
211,牢力,2019-12-13,0.1,5.4,2.4
211,牢力,2019-12-14,1.6,5.6,3.0
211,牢力,2019-12-15,0.6,4.8,1.3
211,牢力,2019-12-16,2.6,3.5,1.1
211,牢力,2019-12-17,7.2,9.4,5.0
211,牢力,2019-12-18,3.2,7.3,6.4
211,牢力,2019-12-19,1.0,2.4,1.4
211,牢力,2019-12-20,-1.7,1.6,0.3
211,牢力,2019-12-21,-1.4,4.7,0.5
211,牢力,2019-12-22,2.1,7.1,5.0
211,牢力,2019-12-23,2.0,7.9,5.3
211,牢力,2019-12-24,-0.5,3.5,3.0
211,牢力,2019-12-25,-0.8,4.5,3.1
211,牢力,2019-12-26,1.4,7.5,2.3
211,牢力,2019-12-27,-2.1,1.3,1.1
211,牢力,2019-12-28,-1.0,6.3,4.5
211,牢力,2019-12-29,0.5,8.8,3.8
211,牢力,2019-12-30,2.5,5.4,3.9
211,牢力,2019-12-31,-6.7,2.9,0.9
211,牢力,2020-01-01,-3.8,4.3,4.0
211,牢力,2020-01-02,-0.7,5.4,4.0
211,牢力,2020-01-03,-1.4,3.2,
211,牢力,2020-01-04,-2.6,0.0,0.0
211,牢力,2020-01-05,-2.9,2.4,0.1
211,牢力,2020-01-06,-0.7,9.6,5.3
211,牢力,2020-01-07,5.0,10.0,
211,牢力,2020-01-08,5.2,7.4,3.4
211,牢力,2020-01-09,0.2,3.1,3.0
211,牢力,2020-01-10,-1.2,2.0,1.3
211,牢力,2020-01-11,-1.7,2.4,0.0
211,牢力,2020-01-12,-1.1,5.9,3.4
211,牢力,2020-01-13,-3.1,0.1,0.1
211,牢力,2020-01-14,-5.1,0.4,0.0
211,牢力,2020-01-15,-5.2,0.1,0.0
211,牢力,2020-01-16,-4.7,3.9,0.0
211,牢力,2020-01-17,-1.7,6.0,1.1
211,牢力,2020-01-18,0.9,6.4,4.4
211,牢力,2020-01-19,-0.5,6.1,2.4
211,牢力,2020-01-20,0.9,2.4,1.3
211,牢力,2020-01-21,-2.7,2.4,0.0
211,牢力,2020-01-22,0.2,9.0,4.4
211,牢力,2020-01-23,1.2,3.9,0.0
211,牢力,2020-01-24,0.6,3.9,0.4
211,牢力,2020-01-25,2.1,8.0,4.9
211,牢力,2020-01-26,2.8,7.0,3.5
211,牢力,2020-01-27,5.1,10.0,8.4
211,牢力,2020-01-28,5.1,5.9,3.6
211,牢力,2020-01-29,3.5,7.1,6.5
211,牢力,2020-01-30,2.5,7.4,4.3
211,牢力,2020-01-31,1.5,3.1,2.1
211,牢力,2020-02-01,0.2,4.5,3.4
211,牢力,2020-02-02,0.8,5.5,1.5
211,牢力,2020-02-03,0.3,2.5,1.8
211,牢力,2020-02-04,-1.7,3.9,1.1
211,牢力,2020-02-05,-6.9,2.0,0.0
211,牢力,2020-02-06,-6.6,0.6,0.0
211,牢力,2020-02-07,-2.4,3.4,3.1
211,牢力,2020-02-08,-0.9,2.4,0.6
211,牢力,2020-02-09,-1.8,3.4,2.1
211,牢力,2020-02-10,1.8,3.3,2.1
211,牢力,2020-02-11,1.7,1.9,0.0
211,牢力,2020-02-12,4.5,7.8,5.5
211,牢力,2020-02-13,6.8,4.3,1.9
211,牢力,2020-02-14,5.7,4.9,1.1
211,牢力,2020-02-15,7.3,7.5,4.5
211,牢力,2020-02-16,-0.1,10.0,4.5
211,牢力,2020-02-17,-5.3,9.4,4.3
211,牢力,2020-02-18,-4.2,3.6,1.3
211,牢力,2020-02-19,-1.8,4.4,
211,牢力,2020-02-20,,2.0,
211,牢力,2020-02-21,3.6,8.0,1.6
211,牢力,2020-02-22,3.0,6.4,3.1
211,牢力,2020-02-23,0.9,0.4,0.0
211,牢力,2020-02-24,4.2,7.4,3.8
211,牢力,2020-02-25,2.9,8.3,3.3
211,牢力,2020-02-26,3.0,6.3,3.4
211,牢力,2020-02-27,2.0,4.3,1.9
211,牢力,2020-02-28,1.0,8.8,3.8
211,牢力,2020-02-29,5.3,3.1,3.0
211,牢力,2020-03-01,4.4,5.4,5.0
211,牢力,2020-03-02,2.5,6.3,3.4
211,牢力,2020-03-03,3.9,6.0,3.3
211,牢力,2020-03-04,2.2,8.9,5.8
211,牢力,2020-03-05,0.8,0.1,0.0
211,牢力,2020-03-06,1.3,1.5,0.0
211,牢力,2020-03-07,3.2,6.9,1.4
211,牢力,2020-03-08,5.5,0.8,0.0
211,牢力,2020-03-09,7.9,6.4,3.4
211,牢力,2020-03-10,6.8,8.3,2.6
211,牢力,2020-03-11,2.8,1.5,0.9
211,牢力,2020-03-12,5.6,2.1,0.6
211,牢力,2020-03-13,5.8,3.8,2.0
211,牢力,2020-03-14,2.5,2.9,1.8
211,牢力,2020-03-15,2.2,7.3,3.3
211,牢力,2020-03-16,2.8,2.6,1.6
211,牢力,2020-03-17,2.7,8.9,6.3
211,牢力,2020-03-18,6.6,2.6,2.6
211,牢力,2020-03-19,7.8,6.1,3.5
211,牢力,2020-03-20,7.6,0.0,0.0
211,牢力,2020-03-21,11.6,6.8,4.4
211,牢力,2020-03-22,9.7,1.0,1.0
211,牢力,2020-03-23,6.9,1.0,0.5
211,牢力,2020-03-24,7.3,0.4,0.0
211,牢力,2020-03-25,9.6,5.0,0.3
211,牢力,2020-03-26,13.3,5.3,3.6
211,牢力,2020-03-27,9.1,8.8,4.9
211,牢力,2020-03-28,5.1,4.9,1.4
211,牢力,2020-03-29,5.4,1.9,0.6
211,牢力,2020-03-30,7.1,1.0,0.0
211,牢力,2020-03-31,9.8,5.4,0.0
211,牢力,2020-04-01,6.0,9.1,3.0
211,牢力,2020-04-02,7.6,4.0,3.3
211,牢力,2020-04-03,9.0,0.0,0.0
211,牢力,2020-04-04,7.0,2.8,0.9
211,牢力,2020-04-05,5.0,0.0,0.0
211,牢力,2020-04-06,8.2,2.3,0.0
211,牢力,2020-04-07,10.0,2.9,0.8
211,牢力,2020-04-08,6.9,1.6,0.9
211,牢力,2020-04-09,5.8,2.9,0.9
211,牢力,2020-04-10,7.3,4.6,1.8
211,牢力,2020-04-11,7.6,2.8,1.9
211,牢力,2020-04-12,4.6,7.0,2.5
211,牢力,2020-04-13,7.3,4.0,1.0
211,牢力,2020-04-14,10.6,0.4,0.0
211,牢力,2020-04-15,10.6,3.3,0.1
211,牢力,2020-04-16,11.4,2.9,0.0
211,牢力,2020-04-17,9.0,7.3,2.9
211,牢力,2020-04-18,10.7,4.5,1.8
211,牢力,2020-04-19,8.8,9.6,3.3
211,牢力,2020-04-20,9.2,5.8,3.3
211,牢力,2020-04-21,7.2,8.1,3.0
211,牢力,2020-04-22,5.9,6.8,5.3
211,牢力,2020-04-23,7.9,5.6,3.9
211,牢力,2020-04-24,9.3,2.9,1.5
211,牢力,2020-04-25,12.7,4.7,1.6
211,牢力,2020-04-26,10.9,6.0,3.3
211,牢力,2020-04-27,10.2,4.8,3.8
211,牢力,2020-04-28,12.5,1.5,0.0
211,牢力,2020-04-29,14.4,3.9,0.3
211,牢力,2020-04-30,16.3,3.8,1.0
211,牢力,2020-05-01,21.3,2.9,2.9
211,牢力,2020-05-02,19.1,8.5,4.6
211,牢力,2020-05-03,20.2,6.9,4.0
211,牢力,2020-05-04,17.9,6.4,3.5
211,牢力,2020-05-05,16.1,5.9,2.1
211,牢力,2020-05-06,16.6,1.9,0.6
211,牢力,2020-05-07,16.2,8.4,1.9
211,牢力,2020-05-08,17.7,8.1,4.0
211,牢力,2020-05-09,13.8,10.0,7.9
211,牢力,2020-05-10,14.8,8.5,8.4
211,牢力,2020-05-11,17.1,5.0,1.3
211,牢力,2020-05-12,12.6,6.3,3.5
211,牢力,2020-05-13,14.4,0.4,0.0
211,牢力,2020-05-14,16.2,8.6,1.6
211,牢力,2020-05-15,14.1,10.0,6.1
211,牢力,2020-05-16,16.8,7.3,6.9
211,牢力,2020-05-17,20.0,4.8,2.3
211,牢力,2020-05-18,18.1,8.8,3.8
211,牢力,2020-05-19,10.8,7.3,5.5
211,牢力,2020-05-20,10.8,7.8,6.8
211,牢力,2020-05-21,14.1,5.3,1.9
211,牢力,2020-05-22,14.9,9.1,6.0
211,牢力,2020-05-23,17.7,7.9,4.1
211,牢力,2020-05-24,18.2,7.1,6.0
211,牢力,2020-05-25,17.8,7.3,3.3
211,牢力,2020-05-26,17.2,7.8,5.0
